Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF;IFSM(A);trr(ns);TJmax.(°C);Package (JEDEC®) Code;CircuitConfiguration;AEC-Q101 Qualified;Image path;Datasheet part;3d model part
VS-HFA16PA120C-N3;Enlarge;1200;2 x 8;2.4;130;28;150;TO-247AC 3L;Common cathode;No;image/diodes\94055.png;Datasheet\diodes\VS-HFA16PA120C-N3\VS-HFA16PA120C-N3.pdf;None
VS-HFA16PA60C-N3;Enlarge;600;2 x 8;1.4;60;18;150;TO-247AC 3L;Common cathode;No;image/diodes\94056.png;Datasheet\diodes\VS-HFA16PA60C-N3\VS-HFA16PA60C-N3.pdf;None
VS-HFA16PB120-N3;Enlarge;1200;16;2.3;190;30;150;TO-247AC 2L;Single;No;image/diodes\94057.png;Datasheet\diodes\VS-HFA16PB120-N3\VS-HFA16PB120-N3.pdf;None
VS-HFA16PB120HN3;Enlarge;1200;16;2.3;190;30;150;TO-247AC modified (2 pins);Single;Yes;image/diodes\94717.png;Datasheet\diodes\VS-HFA16PB120HN3\VS-HFA16PB120HN3.pdf;None
VS-HFA16TA60C-M3;Enlarge;600;2 x 8;1.4;60;18;150;TO-220AB 3L;Common cathode;No;image/diodes\96203.png;Datasheet\diodes\VS-HFA16TA60C-M3\VS-HFA16TA60C-M3.pdf;None
VS-HFA16TA60CS-M3;Enlarge;600;2 x 8;1.4;60;18;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\96220.png;Datasheet\diodes\VS-HFA16TA60CS-M3\VS-HFA16TA60CS-M3.pdf;None
VS-HFA16TB120-M3;Enlarge;1200;16;2.3;190;30;150;TO-220AC 2L;Single;No;image/diodes\96192.png;Datasheet\diodes\VS-HFA16TB120-M3\VS-HFA16TB120-M3.pdf;None
VS-HFA16TB120S-M3;Enlarge;1200;16;2.3;190;30;150;D2PAK (TO-263AB);Single;No;image/diodes\96312.png;Datasheet\diodes\VS-HFA16TB120S-M3\VS-HFA16TB120S-M3.pdf;None
VS-HFA16TB120SHM3;Enlarge;1200;16;2.3;190;30;150;D2PAK (TO-263AB);Single;Yes;image/diodes\94991.png;Datasheet\diodes\VS-HFA16TB120SHM3\VS-HFA16TB120SHM3.pdf;None
VS-HFA25PB60-N3;Enlarge;600;25;1.3;225;23;150;TO-247AC 2L;Single;No;image/diodes\94064.png;Datasheet\diodes\VS-HFA25PB60-N3\VS-HFA25PB60-N3.pdf;None
VS-HFA25TB60-M3;Enlarge;600;25;1.3;225;23;150;TO-220AC 2L;Single;No;image/diodes\96193.png;Datasheet\diodes\VS-HFA25TB60-M3\VS-HFA25TB60-M3.pdf;None
VS-HFA25TB60HN3;Enlarge;600;25;1.7;225;23;150;TO-220AC;Single;Yes;image/diodes\94412.png;Datasheet\diodes\VS-HFA25TB60HN3\VS-HFA25TB60HN3.pdf;Datasheet\diodes\VS-HFA25TB60HN3\VS-HFA25TB60HN3.zip
VS-HFA25TB60S-M3;Enlarge;600;25;1.3;225;23;150;D2PAK (TO-263AB);Single;No;image/diodes\96311.png;Datasheet\diodes\VS-HFA25TB60S-M3\VS-HFA25TB60S-M3.pdf;None
VS-HFA25TB60SHM3;Enlarge;600;25;1.3;225;23;150;D2PAK (TO-263AB);Single;Yes;image/diodes\94675.png;Datasheet\diodes\VS-HFA25TB60SHM3\VS-HFA25TB60SHM3.pdf;None
VS-HFA30PA60C-N3;Enlarge;600;2 x 15;1.2;150;19;150;TO-247AC 3L;Common cathode;No;image/diodes\94068.png;Datasheet\diodes\VS-HFA30PA60C-N3\VS-HFA30PA60C-N3.pdf;None
VS-HFA30PB120-N3;Enlarge;1200;30;2.3;120;47;150;TO-247AC 2L;Single;No;image/diodes\94069.png;Datasheet\diodes\VS-HFA30PB120-N3\VS-HFA30PB120-N3.pdf;None
VS-HFA30PB120HN3;Enlarge;1200;30;2.3;120;47;150;TO-247AC modified (2 pins);Single die;Yes;image/diodes\94372.png;Datasheet\diodes\VS-HFA30PB120HN3\VS-HFA30PB120HN3.pdf;Datasheet\diodes\VS-HFA30PB120HN3\VS-HFA30PB120HN3.zip
VS-HFA30TA60C-M3;Enlarge;600;2 x 15;1.2;150;19;150;TO-220AB 3L;Common cathode;No;image/diodes\96204.png;Datasheet\diodes\VS-HFA30TA60C-M3\VS-HFA30TA60C-M3.pdf;None
VS-HFA30TA60CHN3;Enlarge;600;2 x 15;1.2;150;19;150;TO-220AB;Common cathode;Yes;image/diodes\94511.png;Datasheet\diodes\VS-HFA30TA60CHN3\VS-HFA30TA60CHN3.pdf;None
VS-HFA30TA60CS-M3;Enlarge;600;2 x 15;1.2;150;19;150;D2PAK (TO-263AB);Common cathode;No;image/diodes\96420.png;Datasheet\diodes\VS-HFA30TA60CS-M3\VS-HFA30TA60CS-M3.pdf;None
VS-HFA32PA120C-N3;Enlarge;1200;2 x 16;2.3;190;30;150;TO-247AC 3L;Common cathode;No;image/diodes\94073.png;Datasheet\diodes\VS-HFA32PA120C-N3\VS-HFA32PA120C-N3.pdf;None
VS-HFA50PA60C-N3;Enlarge;600;2 x 25;1.3;225;23;150;TO-247AC 3L;Common cathode;No;image/diodes\94074.png;Datasheet\diodes\VS-HFA50PA60C-N3\VS-HFA50PA60C-N3.pdf;None
VS-HFA50PA60CHN3;Enlarge;600;2 x 25;1.3;225;23;150;TO-247AC;Single die;Yes;image/diodes\94678.png;Datasheet\diodes\VS-HFA50PA60CHN3\VS-HFA50PA60CHN3.pdf;None
VS-MUR1020CT-M3;Enlarge;200;2 x 5;0.87;50;see datasheet;175;TO-220AB 3L;Common cathode;No;image/diodes\96199.png;Datasheet\diodes\VS-MUR1020CT-M3\VS-MUR1020CT-M3.pdf;None
VS-MUR1520-M3;Enlarge;200;15;0.85;200;see datasheet;175;TO-220AC 2L;Single;No;image/diodes\96185.png;Datasheet\diodes\VS-MUR1520-M3\VS-MUR1520-M3.pdf;Datasheet\diodes\VS-MUR1520-M3\VS-MUR1520-M3.zip
VS-MUR1620CT-M3;Enlarge;200;2 x 8;0.895;100;see datasheet;175;TO-220AB 3L;Common cathode;No;image/diodes\96200.png;Datasheet\diodes\VS-MUR1620CT-M3\VS-MUR1620CT-M3.pdf;None
VS-MUR2020CT-M3;Enlarge;200;2 x 10;0.85;100;19;175;TO-220AB 3L;Common cathode;No;image/diodes\96201.png;Datasheet\diodes\VS-MUR2020CT-M3\VS-MUR2020CT-M3.pdf;Datasheet\diodes\VS-MUR2020CT-M3\VS-MUR2020CT-M3.zip
VS-MUR3020WT-N3;Enlarge;200;2 x 15;0.85;200;see datasheet;175;TO-247AC 3L;Common cathode;No;image/diodes\94080.png;Datasheet\diodes\VS-MUR3020WT-N3\VS-MUR3020WT-N3.pdf;None
VS-MUR820-M3;Enlarge;200;8;0.895;100;see datasheet;175;TO-220AC 2L;Single;No;image/diodes\96186.png;Datasheet\diodes\VS-MUR820-M3\VS-MUR820-M3.pdf;None
VS-MURB1020CT-1-M3;Enlarge;200;2 x 5;0.87;50;25;175;TO-262AA;Common cathode;No;image/diodes\96389.png;Datasheet\diodes\VS-MURB1020CT-1-M3\VS-MURB1020CT-1-M3.pdf;None
VS-MURB1020CT-1HM3;Enlarge;200;2 x 5;0.87;50;19;175;TO-262AA;Common cathode;Yes;image/diodes\95807.png;Datasheet\diodes\VS-MURB1020CT-1HM3\VS-MURB1020CT-1HM3.pdf;None
VS-MURB1020CT-M3;Enlarge;200;2 x 5;0.87;50;25;175;D2PAK (TO-263AB);Common cathode;No;image/diodes\96389.png;Datasheet\diodes\VS-MURB1020CT-M3\VS-MURB1020CT-M3.pdf;None
VS-MURB1020CTHM3;Enlarge;200;2 x 5;0.87;50;19;175;D2PAK (TO-263AB);Common cathode;Yes;image/diodes\95807.png;Datasheet\diodes\VS-MURB1020CTHM3\VS-MURB1020CTHM3.pdf;None
VS-MURB1520-1-M3;Enlarge;200;15;0.85;200;35;175;TO-262AA;Single;No;image/diodes\96316.png;Datasheet\diodes\VS-MURB1520-1-M3\VS-MURB1520-1-M3.pdf;Datasheet\diodes\VS-MURB1520-1-M3\VS-MURB1520-1-M3.zip
VS-MURB1520-M3;Enlarge;200;15;0.85;200;35;175;D2PAK (TO-263AB);Single;No;image/diodes\96316.png;Datasheet\diodes\VS-MURB1520-M3\VS-MURB1520-M3.pdf;Datasheet\diodes\VS-MURB1520-M3\VS-MURB1520-M3.zip
VS-MURB1620CT-1-M3;Enlarge;200;2 x 8;0.895;100;35;175;TO-262AA;Common cathode;No;image/diodes\96390.png;Datasheet\diodes\VS-MURB1620CT-1-M3\VS-MURB1620CT-1-M3.pdf;None
VS-MURB1620CT-1HM3;Enlarge;200;2 x 8;0.895;100;19;175;TO-262AA;Common cathode;Yes;image/diodes\94852.png;Datasheet\diodes\VS-MURB1620CT-1HM3\VS-MURB1620CT-1HM3.pdf;None
VS-MURB1620CT-M3;Enlarge;200;2 x 8;0.895;100;35;175;D2PAK (TO-263AB);Common cathode;No;image/diodes\96390.png;Datasheet\diodes\VS-MURB1620CT-M3\VS-MURB1620CT-M3.pdf;None
VS-MURB1620CTHM3;Enlarge;200;2 x 8;0.895;100;19;175;D2PAK (TO-263AB);Common cathode;Yes;image/diodes\94852.png;Datasheet\diodes\VS-MURB1620CTHM3\VS-MURB1620CTHM3.pdf;None
VS-MURB2020CT-1-M3;Enlarge;200;2 x 10;0.85;100;35;175;TO-262AA;Common cathode;No;image/diodes\96391.png;Datasheet\diodes\VS-MURB2020CT-1-M3\VS-MURB2020CT-1-M3.pdf;None
VS-MURB2020CT-1HM3;Enlarge;200;2 x 10;0.85;100;19;175;TO-262AA;Common cathode;Yes;image/diodes\94807.png;Datasheet\diodes\VS-MURB2020CT-1HM3\VS-MURB2020CT-1HM3.pdf;None
VS-MURB2020CT-M3;Enlarge;200;2 x 10;0.85;100;35;175;D2PAK (TO-263AB);Common cathode;No;image/diodes\96391.png;Datasheet\diodes\VS-MURB2020CT-M3\VS-MURB2020CT-M3.pdf;None
VS-MURB2020CTHM3;Enlarge;200;2 x 10;0.85;100;19;175;D2PAK (TO-263AB);Common cathode;Yes;image/diodes\94807.png;Datasheet\diodes\VS-MURB2020CTHM3\VS-MURB2020CTHM3.pdf;None
VS-MURB820-1-M3;Enlarge;200;8;0.895;100;35;175;TO-262AA;Single;No;image/diodes\96392.png;Datasheet\diodes\VS-MURB820-1-M3\VS-MURB820-1-M3.pdf;None
VS-MURB820-1HM3;Enlarge;200;8;0.75;100;35;175;TO-262AA;Single;Yes;image/diodes\95902.png;Datasheet\diodes\VS-MURB820-1HM3\VS-MURB820-1HM3.pdf;None
VS-MURB820-M3;Enlarge;200;8;0.895;100;35;175;D2PAK (TO-263AB);Single;No;image/diodes\96392.png;Datasheet\diodes\VS-MURB820-M3\VS-MURB820-M3.pdf;None
VS-MURB820HM3;Enlarge;200;8;0.75;100;35;175;D2PAK (TO-263AB);Single;Yes;image/diodes\95902.png;Datasheet\diodes\VS-MURB820HM3\VS-MURB820HM3.pdf;None
VS-MURD620CT-M3;Enlarge;200;2 x 3;0.9;50;see datasheet;175;DPAK (TO-252AA);Common cathode;No;image/diodes\93497.png;Datasheet\diodes\VS-MURD620CT-M3\VS-MURD620CT-M3.pdf;None
VS-MURD620CTHM3;Enlarge;200;2 x 3;0.9;50;see datasheet;175;DPAK (TO-252AA);Common cathode;Yes;image/diodes\94742.png;Datasheet\diodes\VS-MURD620CTHM3\VS-MURD620CTHM3.pdf;None
