Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V);IFSM(A);trr(ns);TJmax.(°C);Package (JEDEC®) Code;CircuitConfiguration;Snap factor;AEC-Q101Qualified;Image path;Datasheet part;3d model part
VS-20ETF06SLHM3;Enlarge;600;20;1.3;;60;150;D2PAK (TO-263AB);Single;0.6;Yes;image/diodes/96523.png;Datasheet/diodes/standard-recovery/VS-20ETF06SLHM3/VS-20ETF06SLHM3.pdf;None
VS-20ETF06THM3;Enlarge;600;20;1.3;;;150;2L TO-220AC;Single;0.6;Yes;image/diodes/93405.png;Datasheet/diodes/standard-recovery/VS-20ETF06THM3/VS-20ETF06THM3.pdf;None
VS-20ETF08S-M3, VS-20ETF10S-M3, VS-20ETF12S-M3 Series;Enlarge;800, 1000, 1200;20;1.31;355;95;150;D2PAK (TO-263AB);Single;0.6;No;image/diodes/96536.png;Datasheet/diodes/standard-recovery/VS-20ETF08S-M3, VS-20ETF10S-M3, VS-20ETF12S-M3 Series/VS-20ETF08S-M3, VS-20ETF10S-M3, VS-20ETF12S-M3 Series.pdf;None
VS-20ETF10FP-M3, VS-20ETF12FP-M3;Enlarge;1000, 1200;20;1.31;320;95;150;TO-220 FullPAK 2L;Single;0.6;No;image/diodes/94890.png;Datasheet/diodes/standard-recovery/VS-20ETF10FP-M3, VS-20ETF12FP-M3/VS-20ETF10FP-M3, VS-20ETF12FP-M3.pdf;None
VS-20ETF12SLHM3;Enlarge;1200;20;1.31;355;95;150;D2PAK (TO-263AB);Single;0.6;Yes;image/diodes/94890.png;Datasheet/diodes/standard-recovery/VS-20ETF12SLHM3/VS-20ETF12SLHM3.pdf;None
VS-20ETF12THM3;Enlarge;1200;20;1.31;320;95;150;TO-220AC 2L;Single;0.6;Yes;image/diodes/94890.png;Datasheet/diodes/standard-recovery/VS-20ETF12THM3/VS-20ETF12THM3.pdf;None
VS-20ETS..-M3;Enlarge;800 1200;20;1.1;;;150;TO-220AC 2L;Single;;No;image/diodes/96975.png;Datasheet/diodes/standard-recovery/VS-20ETS..-M3/VS-20ETS..-M3.pdf;None
VS-20ETS08FP-M3;Enlarge;800;20;1.1;;;150;TO-220 FullPAK 2L;Single;;No;image/diodes/93693.png;Datasheet/diodes/standard-recovery/VS-20ETS08FP-M3/VS-20ETS08FP-M3.pdf;None
VS-20ETS08S-M3;Enlarge;800;20;1.1;;;150;D2PAK (TO-263AB);Single;;No;image/diodes/93693.png;Datasheet/diodes/standard-recovery/VS-20ETS08S-M3/VS-20ETS08S-M3.pdf;Datasheet/diodes/standard-recovery/VS-20ETS08S-M3/VS-20ETS08S-M3.zip
VS-20ETS12FP-M3;Enlarge;1200;20;1.1;;;150;TO-220 FullPAK 2L;Single;;No;image/diodes/93705.png;Datasheet/diodes/standard-recovery/VS-20ETS12FP-M3/VS-20ETS12FP-M3.pdf;None
VS-20ETS12S-M3 Series;Enlarge;1200;20;1.1;;;150;D2PAK (TO-263AB);Single;;No;image/diodes/93705.png;Datasheet/diodes/standard-recovery/VS-20ETS12S-M3 Series/VS-20ETS12S-M3 Series.pdf;Datasheet/diodes/standard-recovery/VS-20ETS12S-M3 Series/VS-20ETS12S-M3 Series.zip
VS-20ETS12THM3;Enlarge;1200;20;1.1;;;150;2L TO-220AC;Single;;Yes;image/diodes/97033.png;Datasheet/diodes/standard-recovery/VS-20ETS12THM3/VS-20ETS12THM3.pdf;None
VS-20ETS16-M3;Enlarge;1600;20;1.1;;;150;TO-220AC 2L;Single;;No;image/diodes/96954.png;Datasheet/diodes/standard-recovery/VS-20ETS16-M3/VS-20ETS16-M3.pdf;None
VS-20ETS16THM3;Enlarge;1600;20;1.1;;;150;2L TO-220AC;Single;;Yes;image/diodes/95995.png;Datasheet/diodes/standard-recovery/VS-20ETS16THM3/VS-20ETS16THM3.pdf;None
VS-25ETS08S-M3;Enlarge;800;25;1.14;;;150;D2PAK (TO-263AB);Single;;No;image/diodes/95995.png;Datasheet/diodes/standard-recovery/VS-25ETS08S-M3/VS-25ETS08S-M3.pdf;Datasheet/diodes/standard-recovery/VS-25ETS08S-M3/VS-25ETS08S-M3.zip
VS-25ETS10S-M3;Enlarge;1000;25;1.14;;;150;D2PAK (TO-263AB);Single;;No;image/diodes/96494.png;Datasheet/diodes/standard-recovery/VS-25ETS10S-M3/VS-25ETS10S-M3.pdf;Datasheet/diodes/standard-recovery/VS-25ETS10S-M3/VS-25ETS10S-M3.zip
VS-25ETS12S-M3 Series;Enlarge;1200;25;1.14;;;150;D2PAK (TO-263AB);Single;;No;image/diodes/96494.png;Datasheet/diodes/standard-recovery/VS-25ETS12S-M3 Series/VS-25ETS12S-M3 Series.pdf;Datasheet/diodes/standard-recovery/VS-25ETS12S-M3 Series/VS-25ETS12S-M3 Series.zip
VS-25ETS12SLHM3;Enlarge;1200;25;1.14;;;175;D2PAK (TO-263AB);Single;;Yes;image/diodes/95996.png;Datasheet/diodes/standard-recovery/VS-25ETS12SLHM3/VS-25ETS12SLHM3.pdf;Datasheet/diodes/standard-recovery/VS-25ETS12SLHM3/VS-25ETS12SLHM3.zip
VS-30.PF0.-M3 Series;Enlarge;200, 400, 600;30;1.41;320;60;150;TO-247AC 2L;Single;0.6;No;image/diodes/95996.png;Datasheet/diodes/standard-recovery/VS-30.PF0.-M3 Series/VS-30.PF0.-M3 Series.pdf;None
VS-30.PF0.-M3 Series;Enlarge;200, 400, 600;30;1.41;320;60;150;TO-247AC 3L;Single;0.6;No;image/diodes/96492.png;Datasheet/diodes/standard-recovery/VS-30.PF0.-M3 Series/VS-30.PF0.-M3 Series.pdf;None
VS-30.PF1.-M3 Series;Enlarge;1000, 1200;30;1.41;350;95;150;TO-247AC 2L;Single;0.6;No;image/diodes/96492.png;Datasheet/diodes/standard-recovery/VS-30.PF1.-M3 Series/VS-30.PF1.-M3 Series.pdf;Datasheet/diodes/standard-recovery/VS-30.PF1.-M3 Series/VS-30.PF1.-M3 Series.zip
VS-30.PF1.-M3 Series;Enlarge;1000, 1200;30;1.41;350;95;150;TO-247AC 3L;Single;0.6;No;image/diodes/94344.png;Datasheet/diodes/standard-recovery/VS-30.PF1.-M3 Series/VS-30.PF1.-M3 Series.pdf;Datasheet/diodes/standard-recovery/VS-30.PF1.-M3 Series/VS-30.PF1.-M3 Series.zip
VS-30ETS12S2L-M3;Enlarge;1200;30;1.20;;;175;D2PAK 2L (TO-263AB 2L);Single;;No;image/diodes/94102.png;Datasheet/diodes/standard-recovery/VS-30ETS12S2L-M3/VS-30ETS12S2L-M3.pdf;None
VS-30ETS12S2LHM3;Enlarge;1200;30;1.20;;;175;D2PAK 2L (TO-263AB 2L);Single;;Yes;image/diodes/94103.png;Datasheet/diodes/standard-recovery/VS-30ETS12S2LHM3/VS-30ETS12S2LHM3.pdf;None
VS-35EPF06L-M3, VS-35APF06L-M3;Enlarge;600;35;1.27;320;60;150;TO-247AD 2L;Single;0.6;No;image/diodes/94103.png;Datasheet/diodes/standard-recovery/VS-35EPF06L-M3, VS-35APF06L-M3/VS-35EPF06L-M3, VS-35APF06L-M3.pdf;None
VS-35EPF06L-M3, VS-35APF06L-M3;Enlarge;600;35;1.27;320;60;150;TO-247AD 3L;Single;0.6;No;image/diodes/94343.png;Datasheet/diodes/standard-recovery/VS-35EPF06L-M3, VS-35APF06L-M3/VS-35EPF06L-M3, VS-35APF06L-M3.pdf;None
VS-35EPF06LHM3, VS-35APF06LHM3;Enlarge;600;35;1.27;;60;150;TO-247AD 2L;Single;0.6;Yes;image/diodes/94344.png;Datasheet/diodes/standard-recovery/VS-35EPF06LHM3, VS-35APF06LHM3/VS-35EPF06LHM3, VS-35APF06LHM3.pdf;None
VS-35EPF06LHM3, VS-35APF06LHM3;Enlarge;600;35;1.27;;60;150;TO-247AD 3L;Single;0.6;Yes;image/diodes/96335.png;Datasheet/diodes/standard-recovery/VS-35EPF06LHM3, VS-35APF06LHM3/VS-35EPF06LHM3, VS-35APF06LHM3.pdf;None
VS-35EPF12L-M3, VS-35APF12L-M3;Enlarge;1200;35;1.27;350;95;150;TO-247AD 2L;Single;0.6;No;image/diodes/96128.png;Datasheet/diodes/standard-recovery/VS-35EPF12L-M3, VS-35APF12L-M3/VS-35EPF12L-M3, VS-35APF12L-M3.pdf;None
VS-35EPF12L-M3, VS-35APF12L-M3;Enlarge;1200;35;1.27;350;95;150;TO-247AD 3L;Single;0.6;No;image/diodes/96478.png;Datasheet/diodes/standard-recovery/VS-35EPF12L-M3, VS-35APF12L-M3/VS-35EPF12L-M3, VS-35APF12L-M3.pdf;None
VS-35EPF12LHM3, VS-35APF12LHM3;Enlarge;1200;35;1.27;;95;150;TO-247AD 2L;Single;0.6;Yes;image/diodes/96450.png;Datasheet/diodes/standard-recovery/VS-35EPF12LHM3, VS-35APF12LHM3/VS-35EPF12LHM3, VS-35APF12LHM3.pdf;None
VS-35EPF12LHM3, VS-35APF12LHM3;Enlarge;1200;35;1.27;;95;150;TO-247AD 3L;Single;0.6;Yes;image/diodes/95999.png;Datasheet/diodes/standard-recovery/VS-35EPF12LHM3, VS-35APF12LHM3/VS-35EPF12LHM3, VS-35APF12LHM3.pdf;None
VS-40APS16-M3;Enlarge;1600;40;1.14;;;150;TO-247AC 3L;Single;;No;image/diodes/95999.png;Datasheet/diodes/standard-recovery/VS-40APS16-M3/VS-40APS16-M3.pdf;None
VS-40EPF0.-M3 Series;Enlarge;200, 400, 600;40;1.25;475;60;150;TO-247AC 2L;Single;0.5;No;image/diodes/96499.png;Datasheet/diodes/standard-recovery/VS-40EPF0.-M3 Series/VS-40EPF0.-M3 Series.pdf;None
VS-40EPF1.-M3 Series;Enlarge;1000, 1200;40;1.4;475;95;150;TO-247AC 2L;Single;0.5;No;image/diodes/96499.png;Datasheet/diodes/standard-recovery/VS-40EPF1.-M3 Series/VS-40EPF1.-M3 Series.pdf;None
VS-40EPF1.-M3 Series;Enlarge;1000, 1200;40;1.4;475;95;150;TO-247AC 3L;Single;0.5;No;image/diodes/95935.png;Datasheet/diodes/standard-recovery/VS-40EPF1.-M3 Series/VS-40EPF1.-M3 Series.pdf;None
VS-40EPS..-M3 Series;Enlarge;800 - 1200;40;1.1;;;150;TO-247AC 2L;Single;;No;image/diodes/95935.png;Datasheet/diodes/standard-recovery/VS-40EPS..-M3 Series/VS-40EPS..-M3 Series.pdf;None
VS-40EPS16-M3;Enlarge;1600;40;1.14;;;150;TO-247AC 2L;Single;;No;image/diodes/96500.png;Datasheet/diodes/standard-recovery/VS-40EPS16-M3/VS-40EPS16-M3.pdf;None
VS-45APS..L-M3;Enlarge;1200;45;1.14;;;150;TO-247AD 3L;Single;;Yes;image/diodes/96500.png;Datasheet/diodes/standard-recovery/VS-45APS..L-M3/VS-45APS..L-M3.pdf;None
VS-45APS12LHM3;Enlarge;1200;45;1.14;;;150;TO-247AD 3L;Single;;Yes;image/diodes/96335.png;Datasheet/diodes/standard-recovery/VS-45APS12LHM3/VS-45APS12LHM3.pdf;None
VS-45APS16L-M3;Enlarge;1600;45;1.16;;;150;TO-247AD 3L;Single;;Yes;image/diodes/96128.png;Datasheet/diodes/standard-recovery/VS-45APS16L-M3/VS-45APS16L-M3.pdf;None
VS-45APS16LHM3;Enlarge;1600;45;1.16;;;150;TO-247AD 3L;Single;;Yes;image/diodes/96478.png;Datasheet/diodes/standard-recovery/VS-45APS16LHM3/VS-45APS16LHM3.pdf;None
VS-45EPF06L-M3, VS-45APF06L-M3;Enlarge;600;45;1.31;550;60;150;TO-247AD 2L;Single;0.5;No;image/diodes/96450.png;Datasheet/diodes/standard-recovery/VS-45EPF06L-M3, VS-45APF06L-M3/VS-45EPF06L-M3, VS-45APF06L-M3.pdf;None
VS-45EPF06L-M3, VS-45APF06L-M3;Enlarge;600;45;1.31;550;60;150;TO-247AD 3L;Single;0.5;No;image/diodes/93710.png;Datasheet/diodes/standard-recovery/VS-45EPF06L-M3, VS-45APF06L-M3/VS-45EPF06L-M3, VS-45APF06L-M3.pdf;None
VS-45EPF06LHM3, VS-45APF06LHM3;Enlarge;600;45;1.31;;60;150;TO-247AD 2L;Single;0.5;Yes;image/diodes/93710.png;Datasheet/diodes/standard-recovery/VS-45EPF06LHM3, VS-45APF06LHM3/VS-45EPF06LHM3, VS-45APF06LHM3.pdf;None
VS-45EPF06LHM3, VS-45APF06LHM3;Enlarge;600;45;1.31;;60;150;TO-247AD 3L;Single;0.5;Yes;image/diodes/93721.png;Datasheet/diodes/standard-recovery/VS-45EPF06LHM3, VS-45APF06LHM3/VS-45EPF06LHM3, VS-45APF06LHM3.pdf;None
VS-45EPF12L-M3, VS-45APF12L-M3;Enlarge;1200;45;1.44;550;95;150;TO-247AD 2L;Single;0.5;No;image/diodes/93721.png;Datasheet/diodes/standard-recovery/VS-45EPF12L-M3, VS-45APF12L-M3/VS-45EPF12L-M3, VS-45APF12L-M3.pdf;None
VS-45EPF12L-M3, VS-45APF12L-M3;Enlarge;1200;45;1.44;550;95;150;TO-247AD 3L;Single;0.5;No;image/diodes/94345.png;Datasheet/diodes/standard-recovery/VS-45EPF12L-M3, VS-45APF12L-M3/VS-45EPF12L-M3, VS-45APF12L-M3.pdf;None
VS-45EPF12LHM3, VS-45APF12LHM3;Enlarge;1200;45;1.44;;95;150;TO-247AD 2L;Single;0.5;Yes;image/diodes/94346.png;Datasheet/diodes/standard-recovery/VS-45EPF12LHM3, VS-45APF12LHM3/VS-45EPF12LHM3, VS-45APF12LHM3.pdf;None
VS-45EPF12LHM3, VS-45APF12LHM3;Enlarge;1200;45;1.44;;95;150;TO-247AD 3L;Single;0.5;Yes;image/diodes/95998.png;Datasheet/diodes/standard-recovery/VS-45EPF12LHM3, VS-45APF12LHM3/VS-45EPF12LHM3, VS-45APF12LHM3.pdf;None
VS-45EPS..L-M3;Enlarge;800;45;1.14;;;150;TO-247AD 2L;Single;;Yes;image/diodes/96107.png;Datasheet/diodes/standard-recovery/VS-45EPS..L-M3/VS-45EPS..L-M3.pdf;None
VS-45EPS12LHM3;Enlarge;1200;45;1.14;;;150;TO-247AD 2L;Single;;Yes;image/diodes/93393.png;Datasheet/diodes/standard-recovery/VS-45EPS12LHM3/VS-45EPS12LHM3.pdf;None
VS-45EPS16L-M3;Enlarge;1600;45;1.16;;;150;TO-247AD 2L;Single;;Yes;image/diodes/96475.png;Datasheet/diodes/standard-recovery/VS-45EPS16L-M3/VS-45EPS16L-M3.pdf;None
VS-45EPS16LHM3;Enlarge;1600;45;1.16;;;150;TO-247AD 2L;Single;;Yes;image/diodes/95652.png;Datasheet/diodes/standard-recovery/VS-45EPS16LHM3/VS-45EPS16LHM3.pdf;None
VS-60.PF0.-M3 Series;Enlarge;200, 400, 600;60;1.3;830;70;150;TO-247AC 2L;Single;0.5;No;image/diodes/95652.png;Datasheet/diodes/standard-recovery/VS-60.PF0.-M3 Series/VS-60.PF0.-M3 Series.pdf;Datasheet/diodes/standard-recovery/VS-60.PF0.-M3 Series/VS-60.PF0.-M3 Series.zip
VS-60.PF0.-M3 Series;Enlarge;200, 400, 600;60;1.3;830;70;150;TO-247AC 3L;Single;0.5;No;image/diodes/96498.png;Datasheet/diodes/standard-recovery/VS-60.PF0.-M3 Series/VS-60.PF0.-M3 Series.pdf;Datasheet/diodes/standard-recovery/VS-60.PF0.-M3 Series/VS-60.PF0.-M3 Series.zip
VS-60.PF1.-M3 Series;Enlarge;1000, 1200;60;1.4;830;95;150;TO-247AC 2L;Single;0.6;No;image/diodes/96498.png;Datasheet/diodes/standard-recovery/VS-60.PF1.-M3 Series/VS-60.PF1.-M3 Series.pdf;None
VS-60.PF1.-M3 Series;Enlarge;1000, 1200;60;1.4;830;95;150;TO-247AC 3L;Single;0.6;No;image/diodes/95653.png;Datasheet/diodes/standard-recovery/VS-60.PF1.-M3 Series/VS-60.PF1.-M3 Series.pdf;None
VS-60EPS..-M3 Series;Enlarge;800 - 1200;60;1.09;;;150;TO-247AC 2L;Single;;No;image/diodes/95653.png;Datasheet/diodes/standard-recovery/VS-60EPS..-M3 Series/VS-60EPS..-M3 Series.pdf;Datasheet/diodes/standard-recovery/VS-60EPS..-M3 Series/VS-60EPS..-M3 Series.zip
VS-60EPS16-M3;Enlarge;1600;60;1.15;;;150;TO-247AC 2L;Single;;No;image/diodes/96497.png;Datasheet/diodes/standard-recovery/VS-60EPS16-M3/VS-60EPS16-M3.pdf;None
VS-65APS..L-M3;Enlarge;1200;65;1.12;;;150;TO-247AD 3L;Single;;Yes;image/diodes/96497.png;Datasheet/diodes/standard-recovery/VS-65APS..L-M3/VS-65APS..L-M3.pdf;None
VS-65APS12LHM3;Enlarge;1200;65;1.12;;;150;TO-247AD 3L;Single;;Yes;image/diodes/95998.png;Datasheet/diodes/standard-recovery/VS-65APS12LHM3/VS-65APS12LHM3.pdf;None
VS-65APS16L-M3;Enlarge;1600;65;1.17;;;150;TO-247AD 3L;Single;;Yes;image/diodes/96107.png;Datasheet/diodes/standard-recovery/VS-65APS16L-M3/VS-65APS16L-M3.pdf;None
VS-65APS16LHM3;Enlarge;1600;65;1.17;;;150;TO-247AD 3L;Single;;Yes;image/diodes/93393.png;Datasheet/diodes/standard-recovery/VS-65APS16LHM3/VS-65APS16LHM3.pdf;None
VS-65EPF06L-M3, VS-65APF06L-M3;Enlarge;600;65;1.32;830;70;150;TO-247AD 2L;Single;0.5;No;image/diodes/96475.png;Datasheet/diodes/standard-recovery/VS-65EPF06L-M3, VS-65APF06L-M3/VS-65EPF06L-M3, VS-65APF06L-M3.pdf;None
VS-65EPF06L-M3, VS-65APF06L-M3;Enlarge;600;65;1.32;830;70;150;TO-247AD 3L;Single;0.5;No;image/diodes/93722.png;Datasheet/diodes/standard-recovery/VS-65EPF06L-M3, VS-65APF06L-M3/VS-65EPF06L-M3, VS-65APF06L-M3.pdf;None
VS-65EPF06LHM3, VS-65APF06LHM3;Enlarge;600;65;1.32;;70;150;TO-247AD 2L;Single;0.5;Yes;image/diodes/93725.png;Datasheet/diodes/standard-recovery/VS-65EPF06LHM3, VS-65APF06LHM3/VS-65EPF06LHM3, VS-65APF06LHM3.pdf;None
VS-65EPF06LHM3, VS-65APF06LHM3;Enlarge;600;65;1.32;;70;150;TO-247AD 3L;Single;0.5;Yes;image/diodes/93794.png;Datasheet/diodes/standard-recovery/VS-65EPF06LHM3, VS-65APF06LHM3/VS-65EPF06LHM3, VS-65APF06LHM3.pdf;None
VS-65EPF12L-M3, VS-65APF12L-M3;Enlarge;1200;65;1.42;830;95;150;TO-247AD 2L;Single;0.6;No;image/diodes/93795.png;Datasheet/diodes/standard-recovery/VS-65EPF12L-M3, VS-65APF12L-M3/VS-65EPF12L-M3, VS-65APF12L-M3.pdf;None
VS-65EPF12L-M3, VS-65APF12L-M3;Enlarge;1200;65;1.42;830;95;150;TO-247AD 3L;Single;0.6;No;image/diodes/97208.png;Datasheet/diodes/standard-recovery/VS-65EPF12L-M3, VS-65APF12L-M3/VS-65EPF12L-M3, VS-65APF12L-M3.pdf;None
VS-65EPF12LHM3, VS-65APF12LHM3;Enlarge;1200;65;1.42;;95;150;TO-247AD 2L;Single;0.6;Yes;image/diodes/97209.png;Datasheet/diodes/standard-recovery/VS-65EPF12LHM3, VS-65APF12LHM3/VS-65EPF12LHM3, VS-65APF12LHM3.pdf;None
VS-65EPF12LHM3, VS-65APF12LHM3;Enlarge;1200;65;1.42;;95;150;TO-247AD 3L;Single;0.6;Yes;image/diodes/93375.png;Datasheet/diodes/standard-recovery/VS-65EPF12LHM3, VS-65APF12LHM3/VS-65EPF12LHM3, VS-65APF12LHM3.pdf;None
VS-65EPS..L-M3;Enlarge;800;65;1.12;;;150;TO-247AD 2L;Single;;Yes;image/diodes/96117.png;Datasheet/diodes/standard-recovery/VS-65EPS..L-M3/VS-65EPS..L-M3.pdf;None
VS-65EPS12LHM3;Enlarge;1200;65;1.12;;;150;TO-247AD 2L;Single;;Yes;image/diodes/93377.png;Datasheet/diodes/standard-recovery/VS-65EPS12LHM3/VS-65EPS12LHM3.pdf;None
VS-65EPS16L-M3;Enlarge;1600;65;1.17;;;150;TO-247AD 2L;Single;;Yes;image/diodes/96490.png;Datasheet/diodes/standard-recovery/VS-65EPS16L-M3/VS-65EPS16L-M3.pdf;None
VS-65EPS16LHM3;Enlarge;1600;65;1.17;;;150;TO-247AD 2L;Single;;Yes;image/diodes/93383.png;Datasheet/diodes/standard-recovery/VS-65EPS16LHM3/VS-65EPS16LHM3.pdf;None
VS-80APF0..-M3 Series;Enlarge;200, 400, 600;80;1.25;1000;70;150;TO-247AC 3L;Single;0.5;No;image/diodes/93383.png;Datasheet/diodes/standard-recovery/VS-80APF0..-M3 Series/VS-80APF0..-M3 Series.pdf;None
VS-80APF1.-M3 Series;Enlarge;1000, 1200;80;1.35;1250;90;150;TO-247AC 3L;Single;0.5;No;image/diodes/96118.png;Datasheet/diodes/standard-recovery/VS-80APF1.-M3 Series/VS-80APF1.-M3 Series.pdf;None
VS-80APS..-M3 Series;Enlarge;800 - 1200;80;1.17;;;150;TO-247AC 3L;Single;;No;image/diodes/93384.png;Datasheet/diodes/standard-recovery/VS-80APS..-M3 Series/VS-80APS..-M3 Series.pdf;Datasheet/diodes/standard-recovery/VS-80APS..-M3 Series/VS-80APS..-M3 Series.zip
VS-80APS16-M3;Enlarge;1600;80;1.17;;;150;TO-247AC 3L;Single;;No;image/diodes/96489.png;Datasheet/diodes/standard-recovery/VS-80APS16-M3/VS-80APS16-M3.pdf;None
VS-85EPF12-M4;Enlarge;1200;85;1.36;1190;95;150;PowerTab®;Single;0.5;No;image/diodes/93396.png;Datasheet/diodes/standard-recovery/VS-85EPF12-M4/VS-85EPF12-M4.pdf;Datasheet/diodes/standard-recovery/VS-85EPF12-M4/VS-85EPF12-M4.zip
VS-85EPF12HM4;Enlarge;1200;85;1.36;1190;95;150;PowerTab®;Single;0.5;Yes;image/diodes/95696.png;Datasheet/diodes/standard-recovery/VS-85EPF12HM4/VS-85EPF12HM4.pdf;Datasheet/diodes/standard-recovery/VS-85EPF12HM4/VS-85EPF12HM4.zip
VS-8EWF02S-M3, VS-8EWF04S-M3, VS-8EWF06S-M3;Enlarge;200, 400, 600;8;1.2;150;55;150;DPAK (TO-252AA);Single;0.5;No;image/diodes/95694.png;Datasheet/diodes/standard-recovery/VS-8EWF02S-M3, VS-8EWF04S-M3, VS-8EWF06S-M3/VS-8EWF02S-M3, VS-8EWF04S-M3, VS-8EWF06S-M3.pdf;Datasheet/diodes/standard-recovery/VS-8EWF02S-M3, VS-8EWF04S-M3, VS-8EWF06S-M3/VS-8EWF02S-M3, VS-8EWF04S-M3, VS-8EWF06S-M3.zip
VS-8EWF06SLHM3;Enlarge;600;8;1.2;;55;150;DPAK (TO-252AA);Single;0.5;Yes;image/diodes/95694.png;Datasheet/diodes/standard-recovery/VS-8EWF06SLHM3/VS-8EWF06SLHM3.pdf;None
VS-8EWF10S-M3, VS-8EWF12S-M3 Soft Recovery Series;Enlarge;1000, 1200;8;1.3;150;80;150;DPAK (TO-252AA);Single;0.6;No;image/diodes/95654.png;Datasheet/diodes/standard-recovery/VS-8EWF10S-M3, VS-8EWF12S-M3 Soft Recovery Series/VS-8EWF10S-M3, VS-8EWF12S-M3 Soft Recovery Series.pdf;Datasheet/diodes/standard-recovery/VS-8EWF10S-M3, VS-8EWF12S-M3 Soft Recovery Series/VS-8EWF10S-M3, VS-8EWF12S-M3 Soft Recovery Series.zip
VS-8EWF12SLHM3;Enlarge;1200;8;1.3;150;80;150;DPAK (TO-252AA);Single;0.6;Yes;image/diodes/95654.png;Datasheet/diodes/standard-recovery/VS-8EWF12SLHM3/VS-8EWF12SLHM3.pdf;None
VS-8EWS08S-M3;Enlarge;800;8;1.1;;;150;DPAK (TO-252AA);Single;;No;image/diodes/93396.png;Datasheet/diodes/standard-recovery/VS-8EWS08S-M3/VS-8EWS08S-M3.pdf;None
VS-8EWS12S-M3;Enlarge;1200;8;1.1;;;150;DPAK (TO-252AA);Single;;No;image/diodes/95696.png;Datasheet/diodes/standard-recovery/VS-8EWS12S-M3/VS-8EWS12S-M3.pdf;None
VS-8EWS12SLHM3;Enlarge;1200;8;1.1;;;150;DPAK (TO-252AA);Single;;Yes;88503;Datasheet/diodes/standard-recovery/1N4001/1N4001.pdf;None
VS-8EWS16S-M3 Series;Enlarge;1600;8;1.1;;;150;DPAK (TO-252AA);Single;;No;88503;Datasheet/diodes/standard-recovery/1N4002/1N4002.pdf;None
VS-8EWS16SLHM3;Enlarge;1600;8;1.1;;;150;DPAK (TO-252AA);Single;;Yes;88503;Datasheet/diodes/standard-recovery/1N4003/1N4003.pdf;None
VS-90APS..L-M3;Enlarge;800 - 1200;90;1.20;;;150;TO-247AD 3L;Single;;No;88503;Datasheet/diodes/standard-recovery/1N4004/1N4004.pdf;None
VS-90APS16L-M3;Enlarge;1600;90;1.21;;;150;TO-247AD 3L;Single;;No;88503;Datasheet/diodes/standard-recovery/1N4005/1N4005.pdf;None
VS-90EPF06L-M3, VS-90APF06L-M3;Enlarge;600;90;1.3;;70;150;TO-247AD 2L;Single;0.5;No;88503;Datasheet/diodes/standard-recovery/1N4006/1N4006.pdf;None
VS-90EPF06L-M3, VS-90APF06L-M3;Enlarge;600;90;1.3;;70;150;TO-247AD 3L;Single;0.5;No;88503;Datasheet/diodes/standard-recovery/1N4007/1N4007.pdf;None
VS-90EPF12L-M3, VS-90APF12L-M3;Enlarge;1200;90;1.38;;90;150;TO-247AD 2L;Single;0.5;No;88508;Datasheet/diodes/standard-recovery/1N4933/1N4933.pdf;None
VS-90EPF12L-M3, VS-90APF12L-M3;Enlarge;1200;90;1.38;;90;150;TO-247AD 3L;Single;0.5;No;88508;Datasheet/diodes/standard-recovery/1N4934/1N4934.pdf;None
VS-90EPS..L-M3;Enlarge;800 - 1200;90;1.20;;;150;TO-247AD 2L;Single;;No;88508;Datasheet/diodes/standard-recovery/1N4935/1N4935.pdf;None
VS-90EPS16L-M3;Enlarge;1600;90;1.21;;;150;TO-247AD 2L;Single;;No;88508;Datasheet/diodes/standard-recovery/1N4936/1N4936.pdf;None
