Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V);IFSM(A);trr(ns);TJmax.(°C);Package (JEDEC®) Code;CircuitConfiguration;Snap factor;AEC-Q101Qualified;Image path;Datasheet part;3d model part
MPG06G;Enlarge;400;1;1.1;40;;150;MPG06;Single die;;Yes;image/diodes/87795.png;Datasheet/diodes/standard-recovery/MPG06G/MPG06G.pdf;Datasheet/diodes/standard-recovery/MPG06G/MPG06G.zip
MPG06J;Enlarge;600;1;1.1;40;;150;MPG06;Single die;;Yes;image/diodes/87795.png;Datasheet/diodes/standard-recovery/MPG06J/MPG06J.pdf;Datasheet/diodes/standard-recovery/MPG06J/MPG06J.zip
MPG06K;Enlarge;800;1;1.1;40;;150;MPG06;Single die;;Yes;image/diodes/89067.png;Datasheet/diodes/standard-recovery/MPG06K/MPG06K.pdf;Datasheet/diodes/standard-recovery/MPG06K/MPG06K.zip
MPG06M;Enlarge;1000;1;1.1;40;;150;MPG06;Single die;;Yes;image/diodes/89067.png;Datasheet/diodes/standard-recovery/MPG06M/MPG06M.pdf;Datasheet/diodes/standard-recovery/MPG06M/MPG06M.zip
MRSE1PK;Enlarge;800;1;1.0;15;250;175;MicroSMP (DO-219AD);Single;;No;image/diodes/89067.png;Datasheet/diodes/standard-recovery/MRSE1PK/MRSE1PK.pdf;None
MSE07PB;Enlarge;100;0.7;0.83;20;;175;MicroSMP (DO-219AD);Single;;Yes;image/diodes/89067.png;Datasheet/diodes/standard-recovery/MSE07PB/MSE07PB.pdf;Datasheet/diodes/standard-recovery/MSE07PB/MSE07PB.zip
MSE07PD;Enlarge;200;0.7;0.83;20;;175;MicroSMP (DO-219AD);Single;;Yes;image/diodes/87547.png;Datasheet/diodes/standard-recovery/MSE07PD/MSE07PD.pdf;Datasheet/diodes/standard-recovery/MSE07PD/MSE07PD.zip
MSE07PG;Enlarge;400;0.7;0.83;20;;175;MicroSMP (DO-219AD);Single;;Yes;image/diodes/87547.png;Datasheet/diodes/standard-recovery/MSE07PG/MSE07PG.pdf;Datasheet/diodes/standard-recovery/MSE07PG/MSE07PG.zip
MSE07PJ;Enlarge;600;0.7;0.83;20;;175;MicroSMP (DO-219AD);Single;;Yes;image/diodes/87726.png;Datasheet/diodes/standard-recovery/MSE07PJ/MSE07PJ.pdf;Datasheet/diodes/standard-recovery/MSE07PJ/MSE07PJ.zip
MSE1PB;Enlarge;100;1;0.925;20;;175;MicroSMP (DO-219AD);Single;;Yes;image/diodes/87726.png;Datasheet/diodes/standard-recovery/MSE1PB/MSE1PB.pdf;Datasheet/diodes/standard-recovery/MSE1PB/MSE1PB.zip
MSE1PD;Enlarge;200;1;0.925;20;;175;MicroSMP (DO-219AD);Single;;Yes;image/diodes/87726.png;Datasheet/diodes/standard-recovery/MSE1PD/MSE1PD.pdf;Datasheet/diodes/standard-recovery/MSE1PD/MSE1PD.zip
MSE1PG;Enlarge;400;1;0.925;20;;175;MicroSMP (DO-219AD);Single;;Yes;image/diodes/87726.png;Datasheet/diodes/standard-recovery/MSE1PG/MSE1PG.pdf;Datasheet/diodes/standard-recovery/MSE1PG/MSE1PG.zip
MSE1PJ;Enlarge;600;1;0.925;20;;175;MicroSMP (DO-219AD);Single;;Yes;image/diodes/88690.png;Datasheet/diodes/standard-recovery/MSE1PJ/MSE1PJ.pdf;Datasheet/diodes/standard-recovery/MSE1PJ/MSE1PJ.zip
MSQ1PG;Enlarge;400;1;0.99;15;;175;MicroSMP (DO-219AD);Single;;Yes;image/diodes/88690.png;Datasheet/diodes/standard-recovery/MSQ1PG/MSQ1PG.pdf;Datasheet/diodes/standard-recovery/MSQ1PG/MSQ1PG.zip
MSQ1PJ;Enlarge;600;1;0.99;15;;175;MicroSMP (DO-219AD);Single;;Yes;image/diodes/88691.png;Datasheet/diodes/standard-recovery/MSQ1PJ/MSQ1PJ.pdf;Datasheet/diodes/standard-recovery/MSQ1PJ/MSQ1PJ.zip
MSX1PB;Enlarge;100;1;0.9;18;;175;MicroSMP (DO-219AD);Single;;Yes;image/diodes/88691.png;Datasheet/diodes/standard-recovery/MSX1PB/MSX1PB.pdf;Datasheet/diodes/standard-recovery/MSX1PB/MSX1PB.zip
MSX1PD;Enlarge;200;1;0.9;18;;175;MicroSMP (DO-219AD);Single;;Yes;image/diodes/88691.png;Datasheet/diodes/standard-recovery/MSX1PD/MSX1PD.pdf;Datasheet/diodes/standard-recovery/MSX1PD/MSX1PD.zip
MSX1PG;Enlarge;400;1;0.9;18;;175;MicroSMP (DO-219AD);Single;;Yes;image/diodes/88691.png;Datasheet/diodes/standard-recovery/MSX1PG/MSX1PG.pdf;Datasheet/diodes/standard-recovery/MSX1PG/MSX1PG.zip
MSX1PJ;Enlarge;600;1;0.9;18;;175;MicroSMP (DO-219AD);Single;;Yes;image/diodes/88691.png;Datasheet/diodes/standard-recovery/MSX1PJ/MSX1PJ.pdf;Datasheet/diodes/standard-recovery/MSX1PJ/MSX1PJ.zip
NS8xT;Enlarge;50 to 1000;8;1.1;125;;150;TO-220AC;Single;;Yes;image/diodes/88691.png;Datasheet/diodes/standard-recovery/NS8xT/NS8xT.pdf;Datasheet/diodes/standard-recovery/NS8xT/NS8xT.zip
NSB8xT;Enlarge;50 to 1000;8;1.1;125;;150;D2PAK (TO-263AB);Single;;Yes;image/diodes/88691.png;Datasheet/diodes/standard-recovery/NSB8xT/NSB8xT.pdf;Datasheet/diodes/standard-recovery/NSB8xT/NSB8xT.zip
P300A;Enlarge;50;3;1.2;200;;150;DO-201AD;Single;;No;image/diodes/88692.png;Datasheet/diodes/standard-recovery/P300A/P300A.pdf;Datasheet/diodes/standard-recovery/P300A/P300A.zip
P300B;Enlarge;100;3;1.2;200;;150;DO-201AD;Single;;No;image/diodes/88692.png;Datasheet/diodes/standard-recovery/P300B/P300B.pdf;Datasheet/diodes/standard-recovery/P300B/P300B.zip
P300D;Enlarge;200;3;1.2;200;;150;DO-201AD;Single;;No;image/diodes/88692.png;Datasheet/diodes/standard-recovery/P300D/P300D.pdf;Datasheet/diodes/standard-recovery/P300D/P300D.zip
P300G;Enlarge;400;3;1.2;200;;150;DO-201AD;Single;;No;image/diodes/88692.png;Datasheet/diodes/standard-recovery/P300G/P300G.pdf;Datasheet/diodes/standard-recovery/P300G/P300G.zip
P300J;Enlarge;600;3;1.2;200;;150;DO-201AD;Single;;No;image/diodes/88692.png;Datasheet/diodes/standard-recovery/P300J/P300J.pdf;Datasheet/diodes/standard-recovery/P300J/P300J.zip
P300K;Enlarge;800;3;1.2;200;;150;DO-201AD;Single;;No;image/diodes/88692.png;Datasheet/diodes/standard-recovery/P300K/P300K.pdf;Datasheet/diodes/standard-recovery/P300K/P300K.zip
P300M;Enlarge;1000;3;1.2;200;;150;DO-201AD;Single;;No;image/diodes/88692.png;Datasheet/diodes/standard-recovery/P300M/P300M.pdf;Datasheet/diodes/standard-recovery/P300M/P300M.zip
P600A;Enlarge;50;6;see datasheet;400;;150;P600;Single die;;No;image/diodes/98395.png;Datasheet/diodes/standard-recovery/P600A/P600A.pdf;Datasheet/diodes/standard-recovery/P600A/P600A.zip
P600B;Enlarge;100;6;see datasheet;400;;150;P600;Single die;;No;image/diodes/88697.png;Datasheet/diodes/standard-recovery/P600B/P600B.pdf;Datasheet/diodes/standard-recovery/P600B/P600B.zip
P600D;Enlarge;200;6;see datasheet;400;;150;P600;Single die;;No;image/diodes/98395.png;Datasheet/diodes/standard-recovery/P600D/P600D.pdf;Datasheet/diodes/standard-recovery/P600D/P600D.zip
P600G;Enlarge;400;6;see datasheet;400;;150;P600;Single die;;No;image/diodes/88697.png;Datasheet/diodes/standard-recovery/P600G/P600G.pdf;Datasheet/diodes/standard-recovery/P600G/P600G.zip
P600J;Enlarge;600;6;see datasheet;400;;150;P600;Single die;;No;image/diodes/98395.png;Datasheet/diodes/standard-recovery/P600J/P600J.pdf;Datasheet/diodes/standard-recovery/P600J/P600J.zip
P600K;Enlarge;800;6;see datasheet;400;;150;P600;Single die;;No;image/diodes/88697.png;Datasheet/diodes/standard-recovery/P600K/P600K.pdf;Datasheet/diodes/standard-recovery/P600K/P600K.zip
P600M;Enlarge;1000;6;see datasheet;400;;150;P600;Single die;;No;image/diodes/98395.png;Datasheet/diodes/standard-recovery/P600M/P600M.pdf;Datasheet/diodes/standard-recovery/P600M/P600M.zip
RGF1A;Enlarge;50;1;1.3;30;150;175;GF1 (DO-214BA);Single;;Yes;image/diodes/88697.png;Datasheet/diodes/standard-recovery/RGF1A/RGF1A.pdf;None
RGF1A;Enlarge;50;1;1.3;30;150;175;GF1 (DO-214BA);Single;;Yes;image/diodes/98395.png;Datasheet/diodes/standard-recovery/RGF1A/RGF1A.pdf;None
RGF1B;Enlarge;100;1;1.3;30;150;175;GF1 (DO-214BA);Single;;Yes;image/diodes/88697.png;Datasheet/diodes/standard-recovery/RGF1B/RGF1B.pdf;None
RGF1B;Enlarge;100;1;1.3;30;150;175;GF1 (DO-214BA);Single;;Yes;image/diodes/98395.png;Datasheet/diodes/standard-recovery/RGF1B/RGF1B.pdf;None
RGF1D;Enlarge;200;1;1.3;30;150;175;GF1 (DO-214BA);Single;;Yes;image/diodes/88697.png;Datasheet/diodes/standard-recovery/RGF1D/RGF1D.pdf;None
RGF1D;Enlarge;200;1;1.3;30;150;175;GF1 (DO-214BA);Single;;Yes;image/diodes/98395.png;Datasheet/diodes/standard-recovery/RGF1D/RGF1D.pdf;None
RGF1G;Enlarge;400;1;1.3;30;150;175;GF1 (DO-214BA);Single;;Yes;image/diodes/88697.png;Datasheet/diodes/standard-recovery/RGF1G/RGF1G.pdf;None
RGF1G;Enlarge;400;1;1.3;30;150;175;GF1 (DO-214BA);Single;;Yes;image/diodes/88698.png;Datasheet/diodes/standard-recovery/RGF1G/RGF1G.pdf;None
RGF1J;Enlarge;600;1;1.3;30;150;175;GF1 (DO-214BA);Single;;Yes;image/diodes/88698.png;Datasheet/diodes/standard-recovery/RGF1J/RGF1J.pdf;None
RGF1J;Enlarge;600;1;1.3;30;150;175;GF1 (DO-214BA);Single;;Yes;image/diodes/88698.png;Datasheet/diodes/standard-recovery/RGF1J/RGF1J.pdf;None
RGF1K;Enlarge;800;1;1.3;30;150;175;GF1 (DO-214BA);Single;;Yes;image/diodes/88698.png;Datasheet/diodes/standard-recovery/RGF1K/RGF1K.pdf;None
RGF1K;Enlarge;800;1;1.3;30;150;175;GF1 (DO-214BA);Single;;Yes;image/diodes/88698.png;Datasheet/diodes/standard-recovery/RGF1K/RGF1K.pdf;None
RGF1M;Enlarge;1000;1;1.3;30;150;175;GF1 (DO-214BA);Single;;Yes;image/diodes/88698.png;Datasheet/diodes/standard-recovery/RGF1M/RGF1M.pdf;None
RGF1M;Enlarge;1000;1;1.3;30;150;175;GF1 (DO-214BA);Single;;Yes;image/diodes/88547.png;Datasheet/diodes/standard-recovery/RGF1M/RGF1M.pdf;None
RGL34A;Enlarge;50;0.5;1.3;10;150;175;GL34 (DO-213AA);Single;;No;image/diodes/88706.png;Datasheet/diodes/standard-recovery/RGL34A/RGL34A.pdf;Datasheet/diodes/standard-recovery/RGL34A/RGL34A.zip
RGL34B;Enlarge;100;0.5;1.3;10;150;175;GL34 (DO-213AA);Single;;No;image/diodes/88706.png;Datasheet/diodes/standard-recovery/RGL34B/RGL34B.pdf;Datasheet/diodes/standard-recovery/RGL34B/RGL34B.zip
RGL34D;Enlarge;200;0.5;1.3;10;150;175;GL34 (DO-213AA);Single;;No;image/diodes/88706.png;Datasheet/diodes/standard-recovery/RGL34D/RGL34D.pdf;Datasheet/diodes/standard-recovery/RGL34D/RGL34D.zip
RGL34G;Enlarge;400;0.5;1.3;10;150;175;GL34 (DO-213AA);Single;;No;image/diodes/88706.png;Datasheet/diodes/standard-recovery/RGL34G/RGL34G.pdf;Datasheet/diodes/standard-recovery/RGL34G/RGL34G.zip
RGL34J;Enlarge;600;0.5;1.3;10;150;175;GL34 (DO-213AA);Single;;No;image/diodes/88706.png;Datasheet/diodes/standard-recovery/RGL34J/RGL34J.pdf;Datasheet/diodes/standard-recovery/RGL34J/RGL34J.zip
RGL34K;Enlarge;800;0.5;1.3;10;150;175;GL34 (DO-213AA);Single;;No;image/diodes/88706.png;Datasheet/diodes/standard-recovery/RGL34K/RGL34K.pdf;Datasheet/diodes/standard-recovery/RGL34K/RGL34K.zip
RGL41x;Enlarge;50 to 1000;1;1.3;30;150;175;GL41 (DO-213AB);Single;;No;image/diodes/85742.png;Datasheet/diodes/standard-recovery/RGL41x/RGL41x.pdf;Datasheet/diodes/standard-recovery/RGL41x/RGL41x.zip
RMPG06A;Enlarge;50;1;1.3;40;150;150;MPG06;Single die;;Yes;image/diodes/85195.png;Datasheet/diodes/standard-recovery/RMPG06A/RMPG06A.pdf;Datasheet/diodes/standard-recovery/RMPG06A/RMPG06A.zip
RMPG06B;Enlarge;100;1;1.3;40;150;150;MPG06;Single die;;Yes;image/diodes/85742.png;Datasheet/diodes/standard-recovery/RMPG06B/RMPG06B.pdf;Datasheet/diodes/standard-recovery/RMPG06B/RMPG06B.zip
RMPG06D;Enlarge;200;1;1.3;40;150;150;MPG06;Single die;;Yes;image/diodes/85195.png;Datasheet/diodes/standard-recovery/RMPG06D/RMPG06D.pdf;Datasheet/diodes/standard-recovery/RMPG06D/RMPG06D.zip
RMPG06G;Enlarge;400;1;1.3;40;150;150;MPG06;Single die;;Yes;image/diodes/85742.png;Datasheet/diodes/standard-recovery/RMPG06G/RMPG06G.pdf;Datasheet/diodes/standard-recovery/RMPG06G/RMPG06G.zip
RMPG06J;Enlarge;600;1;1.3;40;150;150;MPG06;Single die;;Yes;image/diodes/85195.png;Datasheet/diodes/standard-recovery/RMPG06J/RMPG06J.pdf;Datasheet/diodes/standard-recovery/RMPG06J/RMPG06J.zip
RMPG06K;Enlarge;800;1;1.3;40;150;150;MPG06;Single die;;Yes;image/diodes/85742.png;Datasheet/diodes/standard-recovery/RMPG06K/RMPG06K.pdf;Datasheet/diodes/standard-recovery/RMPG06K/RMPG06K.zip
RS07B;Enlarge;100;1.4;1.15;30;150;150;SMF (DO-219AB);Single;;Yes;image/diodes/85195.png;Datasheet/diodes/standard-recovery/RS07B/RS07B.pdf;Datasheet/diodes/standard-recovery/RS07B/RS07B.zip
RS07B-M;Enlarge;100;1.4;1.15;30;150;150;SMF (DO-219AB);Single;;Yes;image/diodes/85742.png;Datasheet/diodes/standard-recovery/RS07B-M/RS07B-M.pdf;Datasheet/diodes/standard-recovery/RS07B-M/RS07B-M.zip
RS07D;Enlarge;200;1.4;1.15;30;150;150;SMF (DO-219AB);Single;;Yes;image/diodes/85195.png;Datasheet/diodes/standard-recovery/RS07D/RS07D.pdf;Datasheet/diodes/standard-recovery/RS07D/RS07D.zip
RS07D-M;Enlarge;200;1.4;1.15;30;150;150;SMF (DO-219AB);Single;;Yes;image/diodes/88707.png;Datasheet/diodes/standard-recovery/RS07D-M/RS07D-M.pdf;Datasheet/diodes/standard-recovery/RS07D-M/RS07D-M.zip
RS07G;Enlarge;400;1.4;1.15;30;150;150;SMF (DO-219AB);Single;;Yes;image/diodes/88707.png;Datasheet/diodes/standard-recovery/RS07G/RS07G.pdf;Datasheet/diodes/standard-recovery/RS07G/RS07G.zip
RS07G-M;Enlarge;400;1.4;1.15;30;150;150;SMF (DO-219AB);Single;;Yes;image/diodes/88707.png;Datasheet/diodes/standard-recovery/RS07G-M/RS07G-M.pdf;Datasheet/diodes/standard-recovery/RS07G-M/RS07G-M.zip
RS07J;Enlarge;600;1.4;1.15;30;250;150;SMF (DO-219AB);Single;;Yes;image/diodes/87042.png;Datasheet/diodes/standard-recovery/RS07J/RS07J.pdf;Datasheet/diodes/standard-recovery/RS07J/RS07J.zip
RS07J-M;Enlarge;600;1.4;1.15;30;250;150;SMF (DO-219AB);Single;;Yes;image/diodes/87042.png;Datasheet/diodes/standard-recovery/RS07J-M/RS07J-M.pdf;Datasheet/diodes/standard-recovery/RS07J-M/RS07J-M.zip
RS07K;Enlarge;800;1.4;1.3;30;300;150;SMF (DO-219AB);Single;;Yes;image/diodes/87042.png;Datasheet/diodes/standard-recovery/RS07K/RS07K.pdf;Datasheet/diodes/standard-recovery/RS07K/RS07K.zip
RS07K-M;Enlarge;800;1.4;1.3;30;300;150;SMF (DO-219AB);Single;;Yes;image/diodes/87042.png;Datasheet/diodes/standard-recovery/RS07K-M/RS07K-M.pdf;Datasheet/diodes/standard-recovery/RS07K-M/RS07K-M.zip
RS1A;Enlarge;50;1;1.3;30;150;150;SMA (DO-214AC);Single;;Yes;image/diodes/87141.png;Datasheet/diodes/standard-recovery/RS1A/RS1A.pdf;Datasheet/diodes/standard-recovery/RS1A/RS1A.zip
RS1B;Enlarge;100;1;1.3;30;150;150;SMA (DO-214AC);Single;;Yes;image/diodes/87141.png;Datasheet/diodes/standard-recovery/RS1B/RS1B.pdf;Datasheet/diodes/standard-recovery/RS1B/RS1B.zip
RS1D;Enlarge;200;1;1.3;30;150;150;SMA (DO-214AC);Single;;Yes;image/diodes/87141.png;Datasheet/diodes/standard-recovery/RS1D/RS1D.pdf;Datasheet/diodes/standard-recovery/RS1D/RS1D.zip
RS1FD;Enlarge;200;1;0.88;30;;150;SMF (DO-219AB);Single;;No;image/diodes/87141.png;Datasheet/diodes/standard-recovery/RS1FD/RS1FD.pdf;Datasheet/diodes/standard-recovery/RS1FD/RS1FD.zip
RS1FG;Enlarge;400;1;0.88;30;;150;SMF (DO-219AB);Single;;No;image/diodes/87141.png;Datasheet/diodes/standard-recovery/RS1FG/RS1FG.pdf;Datasheet/diodes/standard-recovery/RS1FG/RS1FG.zip
RS1FJ;Enlarge;600;1;0.88;30;;150;SMF (DO-219AB);Single;;No;image/diodes/87042.png;Datasheet/diodes/standard-recovery/RS1FJ/RS1FJ.pdf;Datasheet/diodes/standard-recovery/RS1FJ/RS1FJ.zip
RS1FK;Enlarge;800;1;0.88;30;;150;SMF (DO-219AB);Single;;No;image/diodes/88707.png;Datasheet/diodes/standard-recovery/RS1FK/RS1FK.pdf;Datasheet/diodes/standard-recovery/RS1FK/RS1FK.zip
RS1FLD;Enlarge;200;1;0.84;35;;150;SMF (DO-219AB);Single;;No;image/diodes/88707.png;Datasheet/diodes/standard-recovery/RS1FLD/RS1FLD.pdf;None
RS1FLG;Enlarge;400;1;0.84;35;;150;SMF (DO-219AB);Single;;No;image/diodes/88707.png;Datasheet/diodes/standard-recovery/RS1FLG/RS1FLG.pdf;None
RS1FLJ;Enlarge;600;1;0.84;35;;150;SMF (DO-219AB);Single;;No;image/diodes/88934.png;Datasheet/diodes/standard-recovery/RS1FLJ/RS1FLJ.pdf;None
RS1FLK;Enlarge;800;1;0.84;35;;150;SMF (DO-219AB);Single;;No;image/diodes/88934.png;Datasheet/diodes/standard-recovery/RS1FLK/RS1FLK.pdf;None
RS1FLM;Enlarge;1000;1;0.84;35;;150;SMF (DO-219AB);Single;;No;image/diodes/88934.png;Datasheet/diodes/standard-recovery/RS1FLM/RS1FLM.pdf;None
RS1FM;Enlarge;1000;1;0.88;30;;150;SMF (DO-219AB);Single;;No;image/diodes/88934.png;Datasheet/diodes/standard-recovery/RS1FM/RS1FM.pdf;Datasheet/diodes/standard-recovery/RS1FM/RS1FM.zip
RS1G;Enlarge;400;1;1.3;30;150;150;SMA (DO-214AC);Single;;Yes;image/diodes/88708.png;Datasheet/diodes/standard-recovery/RS1G/RS1G.pdf;Datasheet/diodes/standard-recovery/RS1G/RS1G.zip
RS1J;Enlarge;600;1;1.3;30;150;150;SMA (DO-214AC);Single;;Yes;image/diodes/88708.png;Datasheet/diodes/standard-recovery/RS1J/RS1J.pdf;Datasheet/diodes/standard-recovery/RS1J/RS1J.zip
RS1K;Enlarge;800;1;1.3;30;150;150;SMA (DO-214AC);Single;;Yes;image/diodes/88708.png;Datasheet/diodes/standard-recovery/RS1K/RS1K.pdf;Datasheet/diodes/standard-recovery/RS1K/RS1K.zip
RS1PB;Enlarge;100;1;1.3;30;150;150;SMP (DO-220AA);Single;;Yes;image/diodes/88708.png;Datasheet/diodes/standard-recovery/RS1PB/RS1PB.pdf;Datasheet/diodes/standard-recovery/RS1PB/RS1PB.zip
RS1PD;Enlarge;200;1;1.3;30;150;150;SMP (DO-220AA);Single;;Yes;image/diodes/88708.png;Datasheet/diodes/standard-recovery/RS1PD/RS1PD.pdf;Datasheet/diodes/standard-recovery/RS1PD/RS1PD.zip
RS1PG;Enlarge;400;1;1.3;30;150;150;SMP (DO-220AA);Single;;Yes;image/diodes/88708.png;Datasheet/diodes/standard-recovery/RS1PG/RS1PG.pdf;Datasheet/diodes/standard-recovery/RS1PG/RS1PG.zip
RS1PJ;Enlarge;600;1;1.3;30;150;150;SMP (DO-220AA);Single;;Yes;image/diodes/88709.png;Datasheet/diodes/standard-recovery/RS1PJ/RS1PJ.pdf;Datasheet/diodes/standard-recovery/RS1PJ/RS1PJ.zip
RS2A;Enlarge;50;1.5;1.3;50;150;150;SMB (DO-214AA);Single;;Yes;image/diodes/88709.png;Datasheet/diodes/standard-recovery/RS2A/RS2A.pdf;Datasheet/diodes/standard-recovery/RS2A/RS2A.zip
RS2B;Enlarge;100;1.5;1.3;50;150;150;SMB (DO-214AA);Single;;Yes;image/diodes/88709.png;Datasheet/diodes/standard-recovery/RS2B/RS2B.pdf;Datasheet/diodes/standard-recovery/RS2B/RS2B.zip
RS2D;Enlarge;200;1.5;1.3;50;150;150;SMB (DO-214AA);Single;;Yes;image/diodes/88709.png;Datasheet/diodes/standard-recovery/RS2D/RS2D.pdf;Datasheet/diodes/standard-recovery/RS2D/RS2D.zip
RS2G;Enlarge;400;1.5;1.3;50;150;150;SMB (DO-214AA);Single;;Yes;image/diodes/88709.png;Datasheet/diodes/standard-recovery/RS2G/RS2G.pdf;Datasheet/diodes/standard-recovery/RS2G/RS2G.zip
RS2J;Enlarge;600;1.5;1.3;50;150;150;SMB (DO-214AA);Single;;Yes;image/diodes/88709.png;Datasheet/diodes/standard-recovery/RS2J/RS2J.pdf;Datasheet/diodes/standard-recovery/RS2J/RS2J.zip
RS2K;Enlarge;800;1.5;1.3;50;150;150;SMB (DO-214AA);Single;;Yes;image/diodes/85733.png;Datasheet/diodes/standard-recovery/RS2K/RS2K.pdf;Datasheet/diodes/standard-recovery/RS2K/RS2K.zip
RS3A;Enlarge;50;3;1.3;100;150;150;SMC (DO-214AB);Single;;Yes;image/diodes/85191.png;Datasheet/diodes/standard-recovery/RS3A/RS3A.pdf;Datasheet/diodes/standard-recovery/RS3A/RS3A.zip
RS3B;Enlarge;100;3;1.3;100;150;150;SMC (DO-214AB);Single;;Yes;image/diodes/85733.png;Datasheet/diodes/standard-recovery/RS3B/RS3B.pdf;Datasheet/diodes/standard-recovery/RS3B/RS3B.zip
RS3D;Enlarge;200;3;1.3;100;150;150;SMC (DO-214AB);Single;;Yes;image/diodes/85191.png;Datasheet/diodes/standard-recovery/RS3D/RS3D.pdf;Datasheet/diodes/standard-recovery/RS3D/RS3D.zip
RS3G;Enlarge;400;3;1.3;100;150;150;SMC (DO-214AB);Single;;Yes;image/diodes/85733.png;Datasheet/diodes/standard-recovery/RS3G/RS3G.pdf;Datasheet/diodes/standard-recovery/RS3G/RS3G.zip
RS3J;Enlarge;600;3;1.3;100;150;150;SMC (DO-214AB);Single;;Yes;image/diodes/85191.png;Datasheet/diodes/standard-recovery/RS3J/RS3J.pdf;Datasheet/diodes/standard-recovery/RS3J/RS3J.zip
RS3K;Enlarge;800;3;1.3;100;150;150;SMC (DO-214AB);Single;;Yes;image/diodes/85733.png;Datasheet/diodes/standard-recovery/RS3K/RS3K.pdf;Datasheet/diodes/standard-recovery/RS3K/RS3K.zip
S07B;Enlarge;100;1.5;1.1;25;1800;175;SMF (DO-219AB);Single;;Yes;image/diodes/85191.png;Datasheet/diodes/standard-recovery/S07B/S07B.pdf;Datasheet/diodes/standard-recovery/S07B/S07B.zip
S07B-M;Enlarge;100;1.5;1.1;25;1800;175;SMF (DO-219AB);Single;;Yes;image/diodes/85733.png;Datasheet/diodes/standard-recovery/S07B-M/S07B-M.pdf;Datasheet/diodes/standard-recovery/S07B-M/S07B-M.zip
S07D;Enlarge;200;1.5;1.1;25;1800;175;SMF (DO-219AB);Single;;Yes;image/diodes/85191.png;Datasheet/diodes/standard-recovery/S07D/S07D.pdf;Datasheet/diodes/standard-recovery/S07D/S07D.zip
S07D-M;Enlarge;200;1.5;1.1;25;1800;175;SMF (DO-219AB);Single;;Yes;image/diodes/87608.png;Datasheet/diodes/standard-recovery/S07D-M/S07D-M.pdf;Datasheet/diodes/standard-recovery/S07D-M/S07D-M.zip
S07G;Enlarge;400;1.5;1.1;25;1800;175;SMF (DO-219AB);Single;;Yes;image/diodes/87608.png;Datasheet/diodes/standard-recovery/S07G/S07G.pdf;Datasheet/diodes/standard-recovery/S07G/S07G.zip
S07G-M;Enlarge;400;1.5;1.1;25;1800;175;SMF (DO-219AB);Single;;Yes;image/diodes/87608.png;Datasheet/diodes/standard-recovery/S07G-M/S07G-M.pdf;Datasheet/diodes/standard-recovery/S07G-M/S07G-M.zip
S07J;Enlarge;600;1.5;1.1;25;1800;175;SMF (DO-219AB);Single;;Yes;image/diodes/87608.png;Datasheet/diodes/standard-recovery/S07J/S07J.pdf;Datasheet/diodes/standard-recovery/S07J/S07J.zip
S07J-M;Enlarge;600;1.5;1.1;25;1800;175;SMF (DO-219AB);Single;;Yes;image/diodes/88711.png;Datasheet/diodes/standard-recovery/S07J-M/S07J-M.pdf;Datasheet/diodes/standard-recovery/S07J-M/S07J-M.zip
S07M;Enlarge;1000;1.5;1.1;25;1800;175;SMF (DO-219AB);Single;;Yes;image/diodes/87739.png;Datasheet/diodes/standard-recovery/S07M/S07M.pdf;Datasheet/diodes/standard-recovery/S07M/S07M.zip
S07M-M;Enlarge;1000;1.5;1.1;25;1800;175;SMF (DO-219AB);Single;;Yes;image/diodes/87739.png;Datasheet/diodes/standard-recovery/S07M-M/S07M-M.pdf;Datasheet/diodes/standard-recovery/S07M-M/S07M-M.zip
S10CG;Enlarge;400;10;0.87;300;;150;SMC (DO-214AB);Single;;Yes;image/diodes/87739.png;Datasheet/diodes/standard-recovery/S10CG/S10CG.pdf;Datasheet/diodes/standard-recovery/S10CG/S10CG.zip
S10CJ;Enlarge;600;10;0.87;300;;150;SMC (DO-214AB);Single;;Yes;image/diodes/87739.png;Datasheet/diodes/standard-recovery/S10CJ/S10CJ.pdf;Datasheet/diodes/standard-recovery/S10CJ/S10CJ.zip
S10CK;Enlarge;800;10;0.87;300;;150;SMC (DO-214AB);Single;;Yes;image/diodes/88711.png;Datasheet/diodes/standard-recovery/S10CK/S10CK.pdf;Datasheet/diodes/standard-recovery/S10CK/S10CK.zip
S10CM;Enlarge;1000;10;0.87;300;;150;SMC (DO-214AB);Single;;Yes;image/diodes/88711.png;Datasheet/diodes/standard-recovery/S10CM/S10CM.pdf;Datasheet/diodes/standard-recovery/S10CM/S10CM.zip
S1A;Enlarge;50;1;1.1;40;;175;SMA (DO-214AC);Single;;Yes;image/diodes/81820.png;Datasheet/diodes/standard-recovery/S1A/S1A.pdf;Datasheet/diodes/standard-recovery/S1A/S1A.zip
S1AFG;Enlarge;400;1;0.85;35;;150;SlimSMA (DO-221AC);Single;;No;image/diodes/82453.png;Datasheet/diodes/standard-recovery/S1AFG/S1AFG.pdf;None
S1AFJ;Enlarge;600;1;0.85;35;;150;SlimSMA (DO-221AC);Single;;No;image/diodes/81820.png;Datasheet/diodes/standard-recovery/S1AFJ/S1AFJ.pdf;None
