Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V at A);IFSM(A);IRM(mA);TJmax.(°C);Package (JEDEC®) Code;Circuit Configuration;AEC-Q101Qualified;Image path;Datasheet part;3d model part
V20DM100C;Enlarge;100;2 x 10;0.64;150;;175;SMPD (TO-263AC);Common cathode;Yes;image/diodes\87187.png;Datasheet\diodes\V20DM100C\V20DM100C.pdf;Datasheet\diodes\V20DM100C\V20DM100C.zip
V20DM103C;Enlarge;100;2 x 10;0.60;130;;175;SMPD (TO-263AC);Common cathode;Yes;image/diodes\87585.png;Datasheet\diodes\V20DM103C\V20DM103C.pdf;Datasheet\diodes\V20DM103C\V20DM103C.zip
V20DM120;Enlarge;120;20;0.71;150;;175;SMPD (TO-263AC);Single;Yes;image/diodes\87580.png;Datasheet\diodes\V20DM120\V20DM120.pdf;None
V20DM120C;Enlarge;120;2 x 10;0.65;120;;175;SMPD (TO-263AC);Common cathode;Yes;image/diodes\98246.png;Datasheet\diodes\V20DM120C\V20DM120C.pdf;Datasheet\diodes\V20DM120C\V20DM120C.zip
V20DM150C;Enlarge;150;2 x 10;0.69;120;;175;SMPD (TO-263AC);Common cathode;Yes;image/diodes\87152.png;Datasheet\diodes\V20DM150C\V20DM150C.pdf;Datasheet\diodes\V20DM150C\V20DM150C.zip
V20DM153C;Enlarge;150;2 x 10;0.65;120;;175;SMPD (TO-263AC);Common cathode;Yes;image/diodes\87153.png;Datasheet\diodes\V20DM153C\V20DM153C.pdf;None
V20DM45C;Enlarge;45;2 x 10;0.46;150;;175;SMPD (TO-263AC);Common cathode;Yes;image/diodes\87154.png;Datasheet\diodes\V20DM45C\V20DM45C.pdf;Datasheet\diodes\V20DM45C\V20DM45C.zip
V20DM60C;Enlarge;60;2 x 10;0.54;150;;175;SMPD (TO-263AC);Common cathode;Yes;image/diodes\87155.png;Datasheet\diodes\V20DM60C\V20DM60C.pdf;Datasheet\diodes\V20DM60C\V20DM60C.zip
V20DM63C;Enlarge;60;2 x 10;0.54;120;;175;SMPD (TO-263AC);Common cathode;Yes;image/diodes\87156.png;Datasheet\diodes\V20DM63C\V20DM63C.pdf;None
V20K150;Enlarge;150;20;0.69;220;;150;FlatPAK 5 x 6;Single;Yes;image/diodes\87147.png;Datasheet\diodes\V20K150\V20K150.pdf;None
V20K170;Enlarge;170;20;0.72;220;;165;FlatPAK 5 x 6;Single;Yes;image/diodes\87148.png;Datasheet\diodes\V20K170\V20K170.pdf;None
V20K202;Enlarge;200;20;0.72;220;;165;FlatPAK 5 x 6;Single;Yes;image/diodes\87427.png;Datasheet\diodes\V20K202\V20K202.pdf;None
V20K60;Enlarge;60;20;0.45;220;;150;FlatPAK 5 x 6;Single;Yes;image/diodes\87146.png;Datasheet\diodes\V20K60\V20K60.pdf;None
V20KL45;Enlarge;45;20;0.44;220;;150;FlatPAK 5 x 6;Single;Yes;image/diodes\89985.png;Datasheet\diodes\V20KL45\V20KL45.pdf;None
V20KM100;Enlarge;100;20;0.61;220;;165;FlatPAK 5 x 6;Single;Yes;image/diodes\89463.png;Datasheet\diodes\V20KM100\V20KM100.pdf;None
V20KM120;Enlarge;120;20;0.64;220;;165;FlatPAK 5 x 6;Single;Yes;image/diodes\89987.png;Datasheet\diodes\V20KM120\V20KM120.pdf;Datasheet\diodes\V20KM120\V20KM120.zip
V20KM45;Enlarge;45;20;0.46;220;;165;FlatPAK 5 x 6;Single;Yes;image/diodes\87706.png;Datasheet\diodes\V20KM45\V20KM45.pdf;None
V20KM60;Enlarge;60;20;0.52;220;;165;FlatPAK 5 x 6;Single;Yes;image/diodes\87704.png;Datasheet\diodes\V20KM60\V20KM60.pdf;Datasheet\diodes\V20KM60\V20KM60.zip
V20M100M-E3;Enlarge;100;2 x 10;0.67;110;;175;TO-220AB;Common cathode;No;image/diodes\98228.png;Datasheet\diodes\V20M100M-E3\V20M100M-E3.pdf;None
V20M120C;Enlarge;120;2 x 10;0.64;120;;175;TO-220AB;Common cathode;No;image/diodes\87029.png;Datasheet\diodes\V20M120C\V20M120C.pdf;None
V20M120M-E3;Enlarge;120;2 x 10;0.68;110;;175;TO-220AB;Common cathode;No;image/diodes\87678.png;Datasheet\diodes\V20M120M-E3\V20M120M-E3.pdf;Datasheet\diodes\V20M120M-E3\V20M120M-E3.zip
V20PL50-M3;Enlarge;50;20;0.46;240;;150;SMPC (TO-277A);Single;No;image/diodes\98465.png;Datasheet\diodes\V20PL50-M3\V20PL50-M3.pdf;Datasheet\diodes\V20PL50-M3\V20PL50-M3.zip
V20PL60-M3;Enlarge;60;20;0.46;240;;150;SMPC (TO-277A);Single;No;image/diodes\98466.png;Datasheet\diodes\V20PL60-M3\V20PL60-M3.pdf;Datasheet\diodes\V20PL60-M3\V20PL60-M3.zip
V20PL63;Enlarge;60;20;0.53;240;;150;SMPC (TO-277A);Single;Yes;image/diodes\87677.png;Datasheet\diodes\V20PL63\V20PL63.pdf;Datasheet\diodes\V20PL63\V20PL63.zip
V20PM63;Enlarge;60;20;0.57;240;;175;SMPC (TO-277A);Single;Yes;image/diodes\87682.png;Datasheet\diodes\V20PM63\V20PM63.pdf;None
V20PW10;Enlarge;100;20;0.69;200;;150;SlimDPAK (TO-252AE);Single;Yes;image/diodes\87680.png;Datasheet\diodes\V20PW10\V20PW10.pdf;Datasheet\diodes\V20PW10\V20PW10.zip
V20PW103;Enlarge;100;20;0.61;200;;150;SlimDPAK (TO-252AE);Single;Yes;image/diodes\87685.png;Datasheet\diodes\V20PW103\V20PW103.pdf;Datasheet\diodes\V20PW103\V20PW103.zip
V20PW103C;Enlarge;100;2 x 10;0.60;150;;150;SlimDPAK (TO-252AE);Common cathode;Yes;image/diodes\87684.png;Datasheet\diodes\V20PW103C\V20PW103C.pdf;Datasheet\diodes\V20PW103C\V20PW103C.zip
V20PW10C;Enlarge;100;2 x 10;0.63;150;;150;SlimDPAK (TO-252AE);Common cathode;Yes;image/diodes\87004.png;Datasheet\diodes\V20PW10C\V20PW10C.pdf;Datasheet\diodes\V20PW10C\V20PW10C.zip
V20PW12;Enlarge;120;20;0.72;200;;150;SlimDPAK (TO-252AE);Single;Yes;image/diodes\87005.png;Datasheet\diodes\V20PW12\V20PW12.pdf;Datasheet\diodes\V20PW12\V20PW12.zip
V20PW12C;Enlarge;120;2 x 10;0.66;150;;150;SlimDPAK (TO-252AE);Common cathode;Yes;image/diodes\87673.png;Datasheet\diodes\V20PW12C\V20PW12C.pdf;Datasheet\diodes\V20PW12C\V20PW12C.zip
V20PW15;Enlarge;150;20;0.74;200;;150;SlimDPAK (TO-252AE);Single;Yes;image/diodes\87672.png;Datasheet\diodes\V20PW15\V20PW15.pdf;Datasheet\diodes\V20PW15\V20PW15.zip
V20PW15C;Enlarge;150;2 x 10;0.69;150;;150;SlimDPAK (TO-252AE);Common cathode;Yes;image/diodes\87676.png;Datasheet\diodes\V20PW15C\V20PW15C.pdf;None
V20PW22;Enlarge;200;20;0.74;200;;175;SlimDPAK (TO-252AE);Single;Yes;image/diodes\87674.png;Datasheet\diodes\V20PW22\V20PW22.pdf;Datasheet\diodes\V20PW22\V20PW22.zip
V20PW22C;Enlarge;200;2 x 10;0.7;150;;175;SlimDPAK (TO-252AE);Common cathode;Yes;image/diodes\98256.png;Datasheet\diodes\V20PW22C\V20PW22C.pdf;None
V20PW45;Enlarge;45;20;0.46;200;;150;SlimDPAK (TO-252AE);Single;Yes;image/diodes\98262.png;Datasheet\diodes\V20PW45\V20PW45.pdf;Datasheet\diodes\V20PW45\V20PW45.zip
V20PW45C;Enlarge;45;2 x 10;0.44;150;;150;SlimDPAK (TO-252AE);Common cathode;Yes;image/diodes\87698.png;Datasheet\diodes\V20PW45C\V20PW45C.pdf;Datasheet\diodes\V20PW45C\V20PW45C.zip
V20PW60;Enlarge;60;20;0.54;200;;150;SlimDPAK (TO-252AE);Single;Yes;image/diodes\98467.png;Datasheet\diodes\V20PW60\V20PW60.pdf;Datasheet\diodes\V20PW60\V20PW60.zip
V20PW60C;Enlarge;60;2 x 10;0.51;150;;150;SlimDPAK (TO-252AE);Common cathode;Yes;image/diodes\98468.png;Datasheet\diodes\V20PW60C\V20PW60C.pdf;Datasheet\diodes\V20PW60C\V20PW60C.zip
V20PWL63;Enlarge;60;20;0.51;200;;150;SlimDPAK (TO-252AE);Single;Yes;image/diodes\87510.png;Datasheet\diodes\V20PWL63\V20PWL63.pdf;Datasheet\diodes\V20PWL63\V20PWL63.zip
V20PWL63C;Enlarge;60;2 x 10;0.49;150;;150;SlimDPAK (TO-252AE);Common cathode;Yes;image/diodes\87699.png;Datasheet\diodes\V20PWL63C\V20PWL63C.pdf;Datasheet\diodes\V20PWL63C\V20PWL63C.zip
V20PWM10;Enlarge;100;20;0.70;200;;175;SlimDPAK (TO-252AE);Single;Yes;image/diodes\87511.png;Datasheet\diodes\V20PWM10\V20PWM10.pdf;Datasheet\diodes\V20PWM10\V20PWM10.zip
V20PWM103;Enlarge;100;20;0.62;200;;175;SlimDPAK (TO-252AE);Single;Yes;image/diodes\87501.png;Datasheet\diodes\V20PWM103\V20PWM103.pdf;Datasheet\diodes\V20PWM103\V20PWM103.zip
V20PWM103C;Enlarge;100;2 x 10;0.59;150;;175;SlimDPAK (TO-252AE);Common cathode;Yes;image/diodes\98167.png;Datasheet\diodes\V20PWM103C\V20PWM103C.pdf;Datasheet\diodes\V20PWM103C\V20PWM103C.zip
V20PWM10C;Enlarge;100;2 x 10;0.63;150;;175;SlimDPAK (TO-252AE);Common cathode;Yes;image/diodes\98164.png;Datasheet\diodes\V20PWM10C\V20PWM10C.pdf;Datasheet\diodes\V20PWM10C\V20PWM10C.zip
V20PWM12;Enlarge;120;20;0.72;200;;175;SlimDPAK (TO-252AE);Single;Yes;image/diodes\87512.png;Datasheet\diodes\V20PWM12\V20PWM12.pdf;Datasheet\diodes\V20PWM12\V20PWM12.zip
V20PWM12C;Enlarge;120;2 x 10;0.65;150;;175;SlimDPAK (TO-252AE);Common cathode;Yes;image/diodes\87689.png;Datasheet\diodes\V20PWM12C\V20PWM12C.pdf;Datasheet\diodes\V20PWM12C\V20PWM12C.zip
V20PWM15;Enlarge;150;20;0.74;200;;175;SlimDPAK (TO-252AE);Single;Yes;image/diodes\87688.png;Datasheet\diodes\V20PWM15\V20PWM15.pdf;Datasheet\diodes\V20PWM15\V20PWM15.zip
V20PWM153;Enlarge;150;20;0.69;200;;175;SlimDPAK (TO-252AE);Single;Yes;image/diodes\87692.png;Datasheet\diodes\V20PWM153\V20PWM153.pdf;Datasheet\diodes\V20PWM153\V20PWM153.zip
V20PWM153C;Enlarge;150;2 x 10;0.65;150;;175;SlimDPAK (TO-252AE);Common cathode;Yes;image/diodes\87693.png;Datasheet\diodes\V20PWM153C\V20PWM153C.pdf;Datasheet\diodes\V20PWM153C\V20PWM153C.zip
V20PWM15C;Enlarge;150;2 x 10;0.69;150;;175;SlimDPAK (TO-252AE);Common cathode;Yes;image/diodes\98257.png;Datasheet\diodes\V20PWM15C\V20PWM15C.pdf;Datasheet\diodes\V20PWM15C\V20PWM15C.zip
V20PWM45;Enlarge;45;20;0.51;200;;175;SlimDPAK (TO-252AE);Single;Yes;image/diodes\98263.png;Datasheet\diodes\V20PWM45\V20PWM45.pdf;Datasheet\diodes\V20PWM45\V20PWM45.zip
V20PWM45C;Enlarge;45;2 x 10;0.46;150;;175;SlimDPAK (TO-252AE);Common cathode;Yes;image/diodes\87705.png;Datasheet\diodes\V20PWM45C\V20PWM45C.pdf;Datasheet\diodes\V20PWM45C\V20PWM45C.zip
V20PWM60;Enlarge;;;;;;;;;;image/diodes\87718.png;Datasheet\diodes\V20PWM60\V20PWM60.pdf;Datasheet\diodes\V20PWM60\V20PWM60.zip
V20PWM60C;Enlarge;60;2 x 10;0.52;150;;175;SlimDPAK (TO-252AE);Common cathode;Yes;image/diodes\87475.png;Datasheet\diodes\V20PWM60C\V20PWM60C.pdf;Datasheet\diodes\V20PWM60C\V20PWM60C.zip
V20PWM63;Enlarge;60;20;0.55;200;;175;SlimDPAK (TO-252AE);Single;Yes;image/diodes\87560.png;Datasheet\diodes\V20PWM63\V20PWM63.pdf;Datasheet\diodes\V20PWM63\V20PWM63.zip
V20PWM63C;Enlarge;60;2 x 10;0.54;150;;175;SlimDPAK (TO-252AE);Common cathode;Yes;image/diodes\87561.png;Datasheet\diodes\V20PWM63C\V20PWM63C.pdf;Datasheet\diodes\V20PWM63C\V20PWM63C.zip
V25PL60-M3;Enlarge;60;25;0.5;240;;150;SMPC (TO-277A);Single;No;image/diodes\87562.png;Datasheet\diodes\V25PL60-M3\V25PL60-M3.pdf;Datasheet\diodes\V25PL60-M3\V25PL60-M3.zip
V25PN60;Enlarge;60;25;0.45;300;;150;SMPC (TO-277A);Single;No;image/diodes\87563.png;Datasheet\diodes\V25PN60\V25PN60.pdf;Datasheet\diodes\V25PN60\V25PN60.zip
V2F22;Enlarge;200;2;0.64;60;;175;SMF (DO-219AB);Single;Yes;image/diodes\87564.png;Datasheet\diodes\V2F22\V2F22.pdf;Datasheet\diodes\V2F22\V2F22.zip
V2F6;Enlarge;60;2;0.45;50;;150;SMF (DO-219AB);Single;Yes;image/diodes\98441.png;Datasheet\diodes\V2F6\V2F6.pdf;Datasheet\diodes\V2F6\V2F6.zip
V2FL45;Enlarge;45;2;0.40;40;;150;SMF (DO-219AB);Single;Yes;image/diodes\98484.png;Datasheet\diodes\V2FL45\V2FL45.pdf;Datasheet\diodes\V2FL45\V2FL45.zip
V2FM10;Enlarge;100;2;0.62;40;;175;SMF (DO-219AB);Single;Yes;image/diodes\98433.png;Datasheet\diodes\V2FM10\V2FM10.pdf;Datasheet\diodes\V2FM10\V2FM10.zip
V2FM12;Enlarge;120;2;0.65;40;;175;SMF (DO-219AB);Single;Yes;image/diodes\98445.png;Datasheet\diodes\V2FM12\V2FM12.pdf;Datasheet\diodes\V2FM12\V2FM12.zip
V2FM15;Enlarge;150;2;0.69;40;;175;SMF (DO-219AB);Single;Yes;image/diodes\98375.png;Datasheet\diodes\V2FM15\V2FM15.pdf;Datasheet\diodes\V2FM15\V2FM15.zip
V2N103;Enlarge;100;2;0.45;50;;150;DFN3820A;Single;Yes;image/diodes\98437.png;Datasheet\diodes\V2N103\V2N103.pdf;None
V2N22;Enlarge;200;2;0.60;50;;175;DFN3820A;Single;Yes;image/diodes\86536.png;Datasheet\diodes\V2N22\V2N22.pdf;Datasheet\diodes\V2N22\V2N22.zip
V2NL63;Enlarge;60;2;0.36;50;;150;DFN3820A;Single;Yes;image/diodes\87470.png;Datasheet\diodes\V2NL63\V2NL63.pdf;Datasheet\diodes\V2NL63\V2NL63.zip
V2NM103;Enlarge;100;2;0.48;50;;175;DFN3820A;Single;Yes;image/diodes\87525.png;Datasheet\diodes\V2NM103\V2NM103.pdf;Datasheet\diodes\V2NM103\V2NM103.zip
V2NM153;Enlarge;150;2;0.56;50;;175;DFN3820A;Single;Yes;image/diodes\87458.png;Datasheet\diodes\V2NM153\V2NM153.pdf;None
V2NM63;Enlarge;60;2;0.42;50;;175;DFN3820A;Single;Yes;image/diodes\87457.png;Datasheet\diodes\V2NM63\V2NM63.pdf;Datasheet\diodes\V2NM63\V2NM63.zip
V2P22;Enlarge;200;2;0.70;30;;175;MicroSMP (DO-219AD);Single;Yes;image/diodes\87526.png;Datasheet\diodes\V2P22\V2P22.pdf;Datasheet\diodes\V2P22\V2P22.zip
V2P22L;Enlarge;200;2;0.68;50;;175;SMP (DO-220AA);Single;Yes;image/diodes\87459.png;Datasheet\diodes\V2P22L\V2P22L.pdf;Datasheet\diodes\V2P22L\V2P22L.zip
V2P6;Enlarge;60;2;0.51;30;;150;MicroSMP (DO-219AD);Single;Yes;image/diodes\98214.png;Datasheet\diodes\V2P6\V2P6.pdf;Datasheet\diodes\V2P6\V2P6.zip
V2P6L;Enlarge;60;2;0.45;50;;150;SMP (DO-220AA);Single;Yes;image/diodes\87527.png;Datasheet\diodes\V2P6L\V2P6L.pdf;Datasheet\diodes\V2P6L\V2P6L.zip
V2P6X;Enlarge;60;2;0.51;50;;175;SMP (DO-220AA);Single;Yes;image/diodes\87463.png;Datasheet\diodes\V2P6X\V2P6X.pdf;Datasheet\diodes\V2P6X\V2P6X.zip
V2PL45;Enlarge;45;2;0.40;30;;150;MicroSMP (DO-219AD);Single;Yes;image/diodes\87528.png;Datasheet\diodes\V2PL45\V2PL45.pdf;Datasheet\diodes\V2PL45\V2PL45.zip
V2PL45L;Enlarge;45;2;0.36;50;;150;SMP (DO-220AA);Single;Yes;image/diodes\87466.png;Datasheet\diodes\V2PL45L\V2PL45L.pdf;None
V2PL63L;Enlarge;60;2;0.46;50;;150;SMP (DO-220AA);Single;Yes;image/diodes\87529.png;Datasheet\diodes\V2PL63L\V2PL63L.pdf;Datasheet\diodes\V2PL63L\V2PL63L.zip
V2PM10;Enlarge;100;2;0.62;30;;175;MicroSMP (DO-219AD);Single;Yes;image/diodes\87467.png;Datasheet\diodes\V2PM10\V2PM10.pdf;Datasheet\diodes\V2PM10\V2PM10.zip
V2PM10L;Enlarge;100;2;0.58;50;;175;SMP (DO-220AA);Single;Yes;image/diodes\98215.png;Datasheet\diodes\V2PM10L\V2PM10L.pdf;None
V2PM12;Enlarge;120;2;0.65;30;;175;MicroSMP (DO-219AD);Single;Yes;image/diodes\87462.png;Datasheet\diodes\V2PM12\V2PM12.pdf;Datasheet\diodes\V2PM12\V2PM12.zip
V2PM12L;Enlarge;120;2;0.60;50;;175;SMP (DO-220AA);Single;Yes;image/diodes\89158.png;Datasheet\diodes\V2PM12L\V2PM12L.pdf;None
V2PM15;Enlarge;150;2;0.68;30;;175;MicroSMP (DO-219AD);Single;Yes;image/diodes\89010.png;Datasheet\diodes\V2PM15\V2PM15.pdf;Datasheet\diodes\V2PM15\V2PM15.zip
V2PM15L;Enlarge;150;2;0.64;50;;175;SMP (DO-220AA);Single;Yes;image/diodes\87543.png;Datasheet\diodes\V2PM15L\V2PM15L.pdf;None
V2PM63L;Enlarge;60;2;0.52;50;;175;SMP (DO-220AA);Single;Yes;image/diodes\89175.png;Datasheet\diodes\V2PM63L\V2PM63L.pdf;None
V2PM6L;Enlarge;60;2;0.48;50;;175;SMP (DO-220AA);Single;Yes;image/diodes\88941.png;Datasheet\diodes\V2PM6L\V2PM6L.pdf;None
V30100C;Enlarge;100;2 x 15;0.63;160;;150;TO-220AB;Common cathode;No;image/diodes\89191.png;Datasheet\diodes\V30100C\V30100C.pdf;None
V30100C-E3;Enlarge;100;2 x 15;0.63;160;;150;TO-220AB;Common cathode;No;image/diodes\88996.png;Datasheet\diodes\V30100C-E3\V30100C-E3.pdf;None
V30100CI;Enlarge;100;2 x 15;0.62;160;;150;TO-220AB;Common cathode;No;image/diodes\89160.png;Datasheet\diodes\V30100CI\V30100CI.pdf;None
V30100S;Enlarge;100;30;0.69;250;;150;TO-220AB;Single;No;image/diodes\89041.png;Datasheet\diodes\V30100S\V30100S.pdf;None
V30100S-E3;Enlarge;100;30;0.69;250;;150;TO-220AB;Single;No;image/diodes\87544.png;Datasheet\diodes\V30100S-E3\V30100S-E3.pdf;None
V30100SG;Enlarge;100;30;0.76;250;;150;TO-220AB;Single;No;image/diodes\89152.png;Datasheet\diodes\V30100SG\V30100SG.pdf;None
V30100SG-E3;Enlarge;100;30;0.76;250;;150;TO-220AB;Single;No;image/diodes\88974.png;Datasheet\diodes\V30100SG-E3\V30100SG-E3.pdf;None
V30120C, VI30120C;Enlarge;;;;;;;;;;image/diodes\89245.png;Datasheet\diodes\V30120C, VI30120C\V30120C, VI30120C.pdf;None
V30120C-E3;Enlarge;120;2 x 15;0.68;150;;150;TO-220AB;Common cathode;No;image/diodes\89011.png;Datasheet\diodes\V30120C-E3\V30120C-E3.pdf;None
V30120CI;Enlarge;120;2 x 15;0.66;160;;150;TO-220AB;Common cathode;No;image/diodes\89047.png;Datasheet\diodes\V30120CI\V30120CI.pdf;None
V30120S;Enlarge;120;30;0.74;300;;150;TO-220AB;Single;No;image/diodes\89249.png;Datasheet\diodes\V30120S\V30120S.pdf;None
V30120S-E3;Enlarge;120;30;0.74;300;;150;TO-220AB;Single;No;image/diodes\89014.png;Datasheet\diodes\V30120S-E3\V30120S-E3.pdf;None
V30120SG;Enlarge;120;30;0.81;220;;150;TO-220AB;Single;No;image/diodes\87799.png;Datasheet\diodes\V30120SG\V30120SG.pdf;Datasheet\diodes\V30120SG\V30120SG.zip
V30120SG-E3;Enlarge;120;30;0.81;220;;150;TO-220AB;Single;No;image/diodes\87551.png;Datasheet\diodes\V30120SG-E3\V30120SG-E3.pdf;Datasheet\diodes\V30120SG-E3\V30120SG-E3.zip
V30150C;Enlarge;150;2 x 15;0.71;140;;150;TO-220AB;Common cathode;No;image/diodes\98479.png;Datasheet\diodes\V30150C\V30150C.pdf;Datasheet\diodes\V30150C\V30150C.zip
V30150C;Enlarge;150;2 x 15;0.71;140;;150;TO-220AB;Common cathode;No;image/diodes\87452.png;Datasheet\diodes\V30150C\V30150C.pdf;Datasheet\diodes\V30150C\V30150C.zip
V30200C;Enlarge;200;2 x 15;0.648;250;;150;TO-220AB;Common cathode;No;image/diodes\87748.png;Datasheet\diodes\V30200C\V30200C.pdf;Datasheet\diodes\V30200C\V30200C.zip
V30202C;Enlarge;200;2 x 15;0.65;260;;175;TO-220AB;Common cathode;No;image/diodes\89994.png;Datasheet\diodes\V30202C\V30202C.pdf;Datasheet\diodes\V30202C\V30202C.zip
V30D100C;Enlarge;100;2 x 15;0.64;150;;150;SMPD (TO-263AC);Common cathode;Yes;image/diodes\89995.png;Datasheet\diodes\V30D100C\V30D100C.pdf;Datasheet\diodes\V30D100C\V30D100C.zip
V30D103C;Enlarge;100;2 x 15;0.61;160;;150;SMPD (TO-263AC);Common cathode;Yes;image/diodes\89996.png;Datasheet\diodes\V30D103C\V30D103C.pdf;Datasheet\diodes\V30D103C\V30D103C.zip
V30D170C;Enlarge;170;2 x 15.0;0.66;260;;175;SMPD (TO-263AC);Common cathode;Yes;image/diodes\87788.png;Datasheet\diodes\V30D170C\V30D170C.pdf;Datasheet\diodes\V30D170C\V30D170C.zip
V30D202C;Enlarge;200;2 x 15.0;0.66;260;;175;SMPD (TO-263AC);Common cathode;Yes;image/diodes\87791.png;Datasheet\diodes\V30D202C\V30D202C.pdf;Datasheet\diodes\V30D202C\V30D202C.zip
V30D45C;Enlarge;45;2 x 15;0.40;200;;150;SMPD (TO-263AC);Common cathode;Yes;image/diodes\89963.png;Datasheet\diodes\V30D45C\V30D45C.pdf;Datasheet\diodes\V30D45C\V30D45C.zip
V30D60C;Enlarge;60;2 x 15;0.57;170;;150;SMPD (TO-263AC);Common cathode;Yes;image/diodes\98247.png;Datasheet\diodes\V30D60C\V30D60C.pdf;Datasheet\diodes\V30D60C\V30D60C.zip
V30D60CL;Enlarge;60;2 x 15;0.49;200;;150;SMPD (TO-263AC);Common cathode;Yes;image/diodes\98248.png;Datasheet\diodes\V30D60CL\V30D60CL.pdf;Datasheet\diodes\V30D60CL\V30D60CL.zip
V30DL45;Enlarge;45;30;0.51;240;;150;SMPD (TO-263AC);Single;Yes;image/diodes\87576.png;Datasheet\diodes\V30DL45\V30DL45.pdf;Datasheet\diodes\V30DL45\V30DL45.zip
V30DL45BP;Enlarge;45;30;0.51;200;;200;SMPD (TO-263AC);Single;No;image/diodes\98482.png;Datasheet\diodes\V30DL45BP\V30DL45BP.pdf;Datasheet\diodes\V30DL45BP\V30DL45BP.zip
V30DL50C;Enlarge;50;2 x 15;0.42;300;;150;SMPD (TO-263AC);Common cathode;Yes;image/diodes\87602.png;Datasheet\diodes\V30DL50C\V30DL50C.pdf;Datasheet\diodes\V30DL50C\V30DL50C.zip
V30DL63C;Enlarge;60;2 x 15;0.54;170;;150;SMPD (TO-263AC);Common cathode;Yes;image/diodes\89990.png;Datasheet\diodes\V30DL63C\V30DL63C.pdf;Datasheet\diodes\V30DL63C\V30DL63C.zip
V30DL63CL;Enlarge;60;2 x 15;0.47;200;;150;SMPD (TO-263AC);Common cathode;Yes;image/diodes\87573.png;Datasheet\diodes\V30DL63CL\V30DL63CL.pdf;Datasheet\diodes\V30DL63CL\V30DL63CL.zip
V30DM100C;Enlarge;100;2 x 15;0.66;160;;175;SMPD (TO-263AC);Common cathode;Yes;image/diodes\87188.png;Datasheet\diodes\V30DM100C\V30DM100C.pdf;Datasheet\diodes\V30DM100C\V30DM100C.zip
V30DM103C;Enlarge;100;2 x 15;0.61;160;;175;SMPD (TO-263AC);Common cathode;Yes;image/diodes\87586.png;Datasheet\diodes\V30DM103C\V30DM103C.pdf;Datasheet\diodes\V30DM103C\V30DM103C.zip
V30DM120;Enlarge;120;30;0.73;250;;175;SMPD (TO-263AC);Single;Yes;image/diodes\87581.png;Datasheet\diodes\V30DM120\V30DM120.pdf;Datasheet\diodes\V30DM120\V30DM120.zip
V30DM120C;Enlarge;120;2 x 15;0.67;150;;175;SMPD (TO-263AC);Common cathode;Yes;image/diodes\98249.png;Datasheet\diodes\V30DM120C\V30DM120C.pdf;Datasheet\diodes\V30DM120C\V30DM120C.zip
V30DM150C;Enlarge;150;2 x 15;0.73;140;;175;SMPD (TO-263AC);Common cathode;Yes;image/diodes\87157.png;Datasheet\diodes\V30DM150C\V30DM150C.pdf;Datasheet\diodes\V30DM150C\V30DM150C.zip
V30DM153C;Enlarge;150;2 x 15;0.67;140;;175;SMPD (TO-263AC);Common cathode;Yes;image/diodes\87145.png;Datasheet\diodes\V30DM153C\V30DM153C.pdf;None
V30DM45C;Enlarge;45;2 x 15;0.46;200;;175;SMPD (TO-263AC);Common cathode;Yes;image/diodes\87158.png;Datasheet\diodes\V30DM45C\V30DM45C.pdf;Datasheet\diodes\V30DM45C\V30DM45C.zip
V30DM60CL;Enlarge;60;2 x 15;0.52;200;;175;SMPD (TO-263AC);Common cathode;Yes;image/diodes\87416.png;Datasheet\diodes\V30DM60CL\V30DM60CL.pdf;Datasheet\diodes\V30DM60CL\V30DM60CL.zip
V30DM63CL;Enlarge;60;2 x 15;0.55;200;;175;SMPD (TO-263AC);Common cathode;Yes;image/diodes\87159.png;Datasheet\diodes\V30DM63CL\V30DM63CL.pdf;None
V30K150;Enlarge;150;30;0.68;240;;150;FlatPAK 5 x 6;Single;Yes;image/diodes\87160.png;Datasheet\diodes\V30K150\V30K150.pdf;None
V30K170;Enlarge;170;30;0.72;240;;165;FlatPAK 5 x 6;Single;Yes;image/diodes\87150.png;Datasheet\diodes\V30K170\V30K170.pdf;None
V30K202;Enlarge;200;30;0.72;240;;165;FlatPAK 5 x 6;Single;Yes;image/diodes\87144.png;Datasheet\diodes\V30K202\V30K202.pdf;None
V30K45;Enlarge;45;30;0.46;240;;150;FlatPAK 5 x 6;Single;Yes;image/diodes\87149.png;Datasheet\diodes\V30K45\V30K45.pdf;Datasheet\diodes\V30K45\V30K45.zip
V30K60;Enlarge;60;30;0.51;240;;150;FlatPAK 5 x 6;Single;Yes;image/diodes\87151.png;Datasheet\diodes\V30K60\V30K60.pdf;None
V30KL45;Enlarge;45;30;0.43;240;;150;FlatPAK 5 x 6;Single;Yes;image/diodes\89986.png;Datasheet\diodes\V30KL45\V30KL45.pdf;None
V30KM100;Enlarge;100;30;0.62;240;;165;FlatPAK 5 x 6;Single;Yes;image/diodes\89464.png;Datasheet\diodes\V30KM100\V30KM100.pdf;None
V30KM120;Enlarge;120;30;0.67;240;;165;FlatPAK 5 x 6;Single;Yes;image/diodes\89988.png;Datasheet\diodes\V30KM120\V30KM120.pdf;None
V30KM45;Enlarge;45;30;0.48;240;;165;FlatPAK 5 x 6;Single;Yes;image/diodes\98157.png;Datasheet\diodes\V30KM45\V30KM45.pdf;None
